店名,地址,電話,網站,評分,評分數量,營業時間,寄宿可能性,城市,區域,類型
毛星級寵物美容沙龍 StarPets信義永吉店,110台灣台北市信義區永吉路235號,02 2756 6616,https://lin.ee/ycPU5sR,5,60,星期一: 11:00 – 20:00 | 星期二: 11:00 – 20:00 | 星期三: 11:00 – 20:00 | 星期四: 11:00 – 20:00 | 星期五: 11:00 – 20:00 | 星期六: 11:00 – 20:00 | 星期日: 11:00 – 20:00,5,台北市,松山區,美容
Waikiki Pet Shop寵物美容精品,110台灣台北市信義區松德路289號,02 2726 3459,https://m.facebook.com/Waikiki-Pet-Shop%E5%AF%B5%E7%89%A9%E7%BE%8E%E5%AE%B9%E7%B2%BE%E5%93%81%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8-227411293940387/,4.4,34,星期一: 10:00 – 18:00 | 星期二: 10:00 – 18:00 | 星期三: 10:00 – 18:00 | 星期四: 10:00 – 18:00 | 星期五: 10:00 – 18:00 | 星期六: 10:00 – 19:00 | 星期日: 休息,5,台北市,松山區,美容
逗貓坊·純貓店·貓旅館｜無麻醉安撫兇貓專科貓美容｜貓住宿｜貓洗澡｜貓剃毛｜貓精品｜台北,110台灣台北市信義區永吉路380號1樓,02 2768 6348,https://lin.ee/qof6j56A,4.9,191,星期一: 13:30 – 21:30 | 星期二: 13:30 – 21:30 | 星期三: 13:30 – 21:30 | 星期四: 13:30 – 21:30 | 星期五: 13:30 – 21:30 | 星期六: 13:30 – 21:30 | 星期日: 休息,5,台北市,松山區,美容
東京愛犬美容,105台灣台北市松山區105台北市松山區撫遠街205號,02 2762 9393,https://www.facebook.com/%E6%9D%B1%E4%BA%AC%E6%84%9B%E7%8A%AC%E7%BE%8E%E5%AE%B9%E6%B2%99%E9%BE%8D%E6%9D%B1%E4%BA%AC%E7%8B%97%E5%BA%97-239589119563611/,4.1,8,星期一: 08:00 – 20:00 | 星期二: 08:00 – 20:00 | 星期三: 08:00 – 20:00 | 星期四: 08:00 – 20:00 | 星期五: 08:00 – 20:00 | 星期六: 08:00 – 17:00 | 星期日: 休息,4,台北市,松山區,美容
Very旺寵物旅館 VW pet hotel,105台灣台北市松山區八德路二段429號2樓,02 2741 2777,https://lin.ee/IPzXtzT,4.4,310,星期一: 08:30 – 20:00 | 星期二: 08:30 – 20:00 | 星期三: 08:30 – 20:00 | 星期四: 08:30 – 20:00 | 星期五: 08:30 – 20:00 | 星期六: 08:30 – 20:00 | 星期日: 08:30 – 20:00,2,台北市,松山區,美容
汪汪本舖,110047台灣台北市信義區松山路109號2樓,0976 885 567,https://puppystore.com.tw/,4.8,244,星期一: 休息 | 星期二: 13:00 – 21:00 | 星期三: 13:00 – 21:00 | 星期四: 13:00 – 21:00 | 星期五: 11:00 – 21:00 | 星期六: 11:00 – 21:00 | 星期日: 11:00 – 21:00,2,台北市,松山區,美容
阿Q寵物,105台灣台北市松山區延壽街115號,02 2765 7799,https://www.facebook.com/people/%E9%98%BFQ%E5%AF%B5%E7%89%A9%E6%97%A5%E5%BC%8F%E6%B2%99%E9%BE%8DSPA%E9%A4%A8/100064750804430/,4.9,20,星期一: 休息 | 星期二: 10:00 – 19:00 | 星期三: 10:00 – 19:00 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 10:00 – 19:00,2,台北市,松山區,美容
PetPlaza@寵物愛達人,105台灣台北市松山區八德路四段174號,02 2528 0127,https://www.facebook.com/petplazataipei2.0,4.8,127,星期一: 10:30 – 19:00 | 星期二: 10:30 – 19:00 | 星期三: 10:30 – 19:00 | 星期四: 10:30 – 19:00 | 星期五: 10:30 – 19:00 | 星期六: 10:30 – 19:00 | 星期日: 10:30 – 19:00,2,台北市,松山區,美容
咕咕G寵物城-松山門市,105台灣台北市松山區八德路四段512號1樓,02 2749 3233,,4.5,48,星期一: 11:00 – 21:30 | 星期二: 11:00 – 21:30 | 星期三: 11:00 – 21:30 | 星期四: 11:00 – 21:30 | 星期五: 11:00 – 21:30 | 星期六: 11:00 – 21:30 | 星期日: 11:00 – 21:30,2,台北市,松山區,美容
凱朵寵物(三民店),105台灣台北市松山區健康路243號,02 2748 3500,http://www.wonderpet.asia/,4.2,92,星期一: 11:00 – 20:00 | 星期二: 11:00 – 20:00 | 星期三: 11:00 – 20:00 | 星期四: 休息 | 星期五: 11:00 – 20:00 | 星期六: 11:00 – 20:00 | 星期日: 11:00 – 20:00,2,台北市,松山區,美容
頂尖寵物事業有限公司,105台灣台北市松山區光復南路32巷29號,02 2577 0877,http://www.petland.com.tw/,4.9,26,星期一: 09:30 – 18:30 | 星期二: 09:30 – 18:30 | 星期三: 09:30 – 18:30 | 星期四: 09:30 – 18:30 | 星期五: 09:30 – 18:30 | 星期六: 休息 | 星期日: 休息,2,台北市,松山區,美容
小春日和 動物雜貨‧珈琲,105台灣台北市松山區延壽街361號,02 8787 6920,https://www.facebook.com/SpringDayPetShopCafe/,4.1,1237,星期一: 11:00 – 21:00 | 星期二: 11:00 – 21:00 | 星期三: 11:00 – 21:00 | 星期四: 11:00 – 21:00 | 星期五: 11:00 – 21:00 | 星期六: 11:00 – 21:00 | 星期日: 11:00 – 21:00,2,台北市,松山區,美容
宜家宜犬寵物精品館,105台灣台北市松山區八德路四段259號,02 2748 5660,https://www.facebook.com/familydogdog/,4.4,34,星期一: 10:00 – 21:00 | 星期二: 10:00 – 21:00 | 星期三: 10:00 – 21:00 | 星期四: 10:00 – 21:00 | 星期五: 10:00 – 21:00 | 星期六: 10:00 – 20:00 | 星期日: 休息,2,台北市,松山區,美容
PUFFY 寵物樂園,105台灣台北市松山區延吉街31號,02 2579 8588,https://lin.ee/uCKaxyT,3.9,62,星期一: 11:00 – 20:30 | 星期二: 11:00 – 20:30 | 星期三: 休息 | 星期四: 11:00 – 20:30 | 星期五: 11:00 – 20:30 | 星期六: 11:00 – 20:30 | 星期日: 11:00 – 20:30,2,台北市,松山區,美容
神采飛揚寵物工坊,110台灣台北市信義區忠孝東路五段766號,02 2726 9645,https://www.facebook.com/profile.php?id=100064198171845&mibextid=ZbWKwL,4.7,62,星期一: 10:00 – 21:00 | 星期二: 休息 | 星期三: 10:00 – 21:00 | 星期四: 10:00 – 21:00 | 星期五: 10:00 – 21:00 | 星期六: 10:00 – 21:00 | 星期日: 10:00 – 21:00,2,台北市,松山區,美容
派茲寵物沙龍 𝓟𝓮𝓽’𝓼 𝓢𝓪𝓵𝓸𝓷,115台灣台北市南港區東新街136號,0983 280 111,https://www.instagram.com/petspetsalon/,5,33,星期一: 11:00 – 19:00 | 星期二: 11:00 – 19:00 | 星期三: 休息 | 星期四: 11:00 – 19:00 | 星期五: 11:00 – 19:00 | 星期六: 11:00 – 19:00 | 星期日: 休息,5,台北市,松山區,美容
狗窩窩 寵物美容,105台灣台北市松山區民生東路五段137巷2-5號,,,,,,5,台北市,松山區,美容
攝狗狗工作室,105台灣台北市松山區八德路四段618號,02 2760 5259,,4.8,9,,2,台北市,松山區,美容
PET ARK寵物健康生活館,105台灣台北市松山區民生東路四段55巷16號,02 2713 3006,,4.7,14,星期一: 08:00 – 18:00 | 星期二: 休息 | 星期三: 08:00 – 18:00 | 星期四: 08:00 – 18:00 | 星期五: 08:00 – 18:00 | 星期六: 08:00 – 18:00 | 星期日: 08:00 – 18:00,2,台北市,松山區,美容
攝狗狗寵物寫真工坊｜寵物寫真｜寵物藝術照｜寵物婚紗｜台北寵物攝影推薦,105台灣台北市松山區八德路四段38號,02 2578 8809,http://www.mikan.com.tw/,4.5,607,星期一: 10:00 – 19:00 | 星期二: 10:00 – 19:00 | 星期三: 休息 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 10:00 – 19:00,2,台北市,松山區,美容
米粒Millie寵物美容,106台灣台北市大安區樂業街124號,02 8732 8295,,4.9,148,星期一: 10:30 – 18:00 | 星期二: 11:00 – 18:00 | 星期三: 11:00 – 18:00 | 星期四: 11:00 – 18:00 | 星期五: 10:30 – 18:30 | 星期六: 10:30 – 18:00 | 星期日: 10:30 – 18:00,5,台北市,大安區,美容
寵物華爾滋 －台北大安區 (寵物按摩，寵物安親，寵物住宿，寵物美容，老犬照護) 旗艦店,106台灣台北市大安区安和路二段41號1樓,02 2711 7248,http://www.petswaltz.com/,5,68,星期一: 休息 | 星期二: 10:00 – 19:30 | 星期三: 10:00 – 19:30 | 星期四: 10:00 – 19:30 | 星期五: 10:00 – 19:30 | 星期六: 10:00 – 19:30 | 星期日: 10:00 – 19:30,5,台北市,大安區,美容
THE CAT 貓・旅店｜貓旅館·寵物美容,106台灣台北市大安區信義路四段293號2樓,,https://www.instagram.com/,4.9,97,星期一: 11:00 – 19:00 | 星期二: 11:00 – 19:00 | 星期三: 11:00 – 19:00 | 星期四: 11:00 – 19:00 | 星期五: 11:00 – 19:00 | 星期六: 11:00 – 19:00 | 星期日: 11:00 – 19:00,5,台北市,大安區,美容
【小捲尾寵物精品美容SPA＆CAFE】仁愛店,106台灣台北市大安區仁愛路四段345巷4弄45號,02 2775 2749,https://j-tails.ipetbooking.com/store/renai,4.9,37,星期一: 10:30 – 19:30 | 星期二: 10:30 – 19:30 | 星期三: 10:30 – 19:30 | 星期四: 10:30 – 19:30 | 星期五: 10:30 – 19:30 | 星期六: 10:30 – 19:30 | 星期日: 10:30 – 19:30,5,台北市,大安區,美容
DP JOEY喬伊寵物美容,110台灣台北市信義區崇德街124號,02 2378 4168,https://www.facebook.com/DPJ-%E5%96%AC%E4%BC%8A%E5%AF%B5%E7%89%A9%E7%BE%8E%E5%AE%B9-620733514725230,4.9,89,星期一: 休息 | 星期二: 10:00 – 19:00 | 星期三: 10:00 – 19:00 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 10:00 – 19:00,5,台北市,大安區,美容
Furry Friends 狗狗美容工作室,110台灣台北市信義區信安街133號,0908 151 363,https://www.facebook.com/Furry-Friends-%E7%8B%97%E7%8B%97%E7%BE%8E%E5%AE%B9%E5%B7%A5%E4%BD%9C%E5%AE%A4-1650480028356748/,4.8,13,"星期一: 00:00 – 09:00, 10:00 – 00:00 | 星期二: 00:00 – 09:00 | 星期三: 10:00 – 00:00 | 星期四: 00:00 – 09:00, 10:00 – 00:00 | 星期五: 00:00 – 09:00, 10:00 – 00:00 | 星期六: 00:00 – 09:00, 10:00 – 00:00 | 星期日: 00:00 – 09:00, 10:00 – 00:00",5,台北市,大安區,美容
米卡醬寵物美容工作室,106台灣台北市大安區建國南路二段11巷1號,02 2701 1911,,,,"星期一: 09:00 – 00:00 | 星期二: 00:00 – 08:00, 09:00 – 00:00 | 星期三: 00:00 – 08:00, 09:00 – 00:00 | 星期四: 00:00 – 08:00 | 星期五: 09:00 – 00:00 | 星期六: 00:00 – 08:00, 09:00 – 00:00 | 星期日: 00:00 – 08:00",5,台北市,大安區,美容
愛迪寵物美容,116053台灣台北市文山區育英街11 號御英園大厦,02 2935 0587,https://www.facebook.com/Likely.s.Pet.Grooming.Salon?mibextid=LQQJ4d,5,125,星期一: 10:30 – 17:00 | 星期二: 休息 | 星期三: 10:30 – 20:00 | 星期四: 10:30 – 20:00 | 星期五: 10:30 – 20:00 | 星期六: 10:30 – 20:00 | 星期日: 10:30 – 20:00,5,台北市,大安區,美容
afpet寵物洗浴概念館 旗艦東豐店,106台灣台北市大安區東豐街52-1號,02 2703 0707,,4.7,74,星期一: 10:30 – 19:00 | 星期二: 10:30 – 19:00 | 星期三: 10:30 – 19:00 | 星期四: 10:30 – 19:00 | 星期五: 10:30 – 19:00 | 星期六: 10:30 – 19:00 | 星期日: 10:30 – 19:00,2,台北市,大安區,美容
Bubble Pet Grooming,106台灣台北市大安區延吉街135-2號,02 8772 7562,http://www.facebook.com/BubblePetGrooming,4.6,45,星期一: 休息 | 星期二: 10:00 – 20:00 | 星期三: 10:00 – 20:00 | 星期四: 10:00 – 20:00 | 星期五: 10:00 – 20:00 | 星期六: 10:00 – 20:00 | 星期日: 10:30 – 20:00,2,台北市,大安區,美容
群家寵物美妍社,106台灣台北市大安區市民大道四段220號,02 2721 3665,http://blog.yam.com/petsvillage,4.7,47,星期一: 11:00 – 20:00 | 星期二: 休息 | 星期三: 休息 | 星期四: 11:00 – 20:00 | 星期五: 11:00 – 20:00 | 星期六: 11:00 – 20:00 | 星期日: 11:00 – 20:00,2,台北市,大安區,美容
O‘BABY寵物生活館,"號1樓, No. 17四維路大安區台北市台灣 106",02 2700 7958,https://www.facebook.com/OBABY%E5%AF%B5%E7%89%A9%E7%94%9F%E6%B4%BB%E9%A4%A8-120982057996206/,5,34,星期一: 休息 | 星期二: 10:00 – 20:00 | 星期三: 10:00 – 20:00 | 星期四: 10:00 – 20:00 | 星期五: 10:00 – 20:00 | 星期六: 10:00 – 20:00 | 星期日: 休息,2,台北市,大安區,美容
酷奇寵物澡堂,106台灣台北市大安區樂業街8號1樓,02 2732 0117,http://www.facebook.com/181happypetss,5,35,星期一: 休息 | 星期二: 10:00 – 18:00 | 星期三: 10:00 – 18:00 | 星期四: 10:00 – 18:00 | 星期五: 10:00 – 18:00 | 星期六: 10:00 – 18:00 | 星期日: 休息,2,台北市,大安區,美容
東森寵物 大安建國南店,106台灣台北市大安區建國南路二段25巷1號,02 2700 6598,https://www.etipets.com/,4.7,304,星期一: 10:00 – 21:00 | 星期二: 10:00 – 21:00 | 星期三: 10:00 – 21:00 | 星期四: 10:00 – 21:00 | 星期五: 10:00 – 21:00 | 星期六: 10:00 – 21:00 | 星期日: 10:00 – 21:00,2,台北市,大安區,美容
愛貓園寵物用品,106台灣台北市大安區基隆路二段112號,02 2735 8758,https://www.lovecat.com.tw/,4.3,2814,星期一: 09:00 – 02:00 | 星期二: 09:00 – 02:00 | 星期三: 09:00 – 02:00 | 星期四: 09:00 – 02:00 | 星期五: 09:00 – 02:00 | 星期六: 09:00 – 02:00 | 星期日: 09:00 – 02:00,2,台北市,大安區,美容
東森寵物 大安通化店,106台灣台北市大安區通化街26-7號,02 2732 4986,https://www.facebook.com/ETtoday%E6%9D%B1%E6%A3%AE%E5%AF%B5%E7%89%A9%E9%9B%B2-%E9%80%9A%E5%8C%96%E5%BA%97-118656322875003/,4.8,230,星期一: 12:00 – 00:00 | 星期二: 12:00 – 00:00 | 星期三: 12:00 – 00:00 | 星期四: 12:00 – 00:00 | 星期五: 12:00 – 00:00 | 星期六: 12:00 – 00:00 | 星期日: 12:00 – 00:00,2,台北市,大安區,美容
狗子的店,106台灣台北市大安區仁愛路四段300巷26弄2號,02 2706 7430,,5,5,,2,台北市,大安區,美容
貓云殿,110台灣台北市信義區松仁路285號1樓,02 8786 7389,https://www.facebook.com/%E8%B2%93%E4%BA%91%E6%AE%BF-910222222462905/,4.8,99,星期一: 13:00 – 19:00 | 星期二: 13:00 – 19:00 | 星期三: 13:00 – 19:00 | 星期四: 13:00 – 19:00 | 星期五: 13:00 – 19:00 | 星期六: 11:00 – 20:00 | 星期日: 11:00 – 20:00,2,台北市,大安區,美容
樂Q寵物生活館,11044台灣台北市信義區吳興街345巷2號1樓,0966 092 666,,4.8,85,星期一: 11:00 – 20:00 | 星期二: 休息 | 星期三: 11:00 – 20:00 | 星期四: 11:00 – 20:00 | 星期五: 11:00 – 20:00 | 星期六: 11:00 – 20:00 | 星期日: 11:00 – 20:00,2,台北市,大安區,美容
萬佳寵物店 - Pet’s salon,106台灣台北市大安區基隆路二段144巷2號,02 2739 8959,,4.9,8,星期一: 10:00 – 20:00 | 星期二: 10:00 – 20:00 | 星期三: 休息 | 星期四: 10:00 – 20:00 | 星期五: 10:00 – 20:00 | 星期六: 10:00 – 20:00 | 星期日: 休息,5,台北市,大安區,美容
JUST DOG 寵物選品店,106台灣台北市大安區建國南路二段223號,02 2701 0226,https://justdog.tw/,5,76,星期一: 12:00 – 21:00 | 星期二: 12:00 – 21:00 | 星期三: 12:00 – 21:00 | 星期四: 12:00 – 21:00 | 星期五: 12:00 – 21:00 | 星期六: 12:00 – 21:00 | 星期日: 12:00 – 21:00,2,台北市,大安區,美容
布丁狗寵物美容,108台灣台北市萬華區西園路二段140巷9號之1,02 2308 1855,,4,17,星期一: 11:00 – 20:00 | 星期二: 11:00 – 20:00 | 星期三: 11:00 – 20:00 | 星期四: 11:00 – 20:00 | 星期五: 11:00 – 20:00 | 星期六: 11:00 – 20:00 | 星期日: 11:00 – 20:00,5,台北市,萬華區,美容
大寶貝寵物店,108台灣台北市萬華區萬青街173號,0970 199 992,https://lin.ee/EgPmoaz,5,27,星期一: 休息 | 星期二: 11:00 – 20:00 | 星期三: 11:00 – 20:00 | 星期四: 11:00 – 20:00 | 星期五: 11:00 – 20:00 | 星期六: 13:00 – 20:00 | 星期日: 休息,2,台北市,萬華區,美容
犬的造型寵物店,108台灣台北市萬華區艋舺大道172號,02 2306 5696,,5,7,星期一: 11:00 – 17:00 | 星期二: 11:00 – 17:00 | 星期三: 11:00 – 17:00 | 星期四: 11:00 – 17:00 | 星期五: 11:00 – 17:00 | 星期六: 11:00 – 17:00 | 星期日: 11:00 – 17:00,2,台北市,萬華區,美容
urara小型狗與貓咪專門Line@214ivoid,108台灣台北市萬華區中華路二段364巷48號,02 2309 4657,,3.9,19,星期一: 休息 | 星期二: 休息 | 星期三: 10:00 – 18:00 | 星期四: 10:00 – 18:00 | 星期五: 10:00 – 18:00 | 星期六: 10:00 – 18:00 | 星期日: 10:00 – 18:00,2,台北市,萬華區,美容
CHIIL一下 寵物澡堂,108台灣台北市萬華區青年路172號,0908 663 818,,5,18,星期一: 休息 | 星期二: 08:00 – 19:00 | 星期三: 08:00 – 19:00 | 星期四: 08:00 – 19:00 | 星期五: 08:00 – 19:00 | 星期六: 08:00 – 19:00 | 星期日: 09:00 – 18:00,2,台北市,萬華區,美容
申妤的寵物世界,108台灣台北市萬華區萬大路168號,02 2301 3240,,4.5,46,星期一: 10:00 – 19:00 | 星期二: 10:00 – 19:00 | 星期三: 休息 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 10:00 – 19:00,2,台北市,萬華區,美容
皇后寵物店,108台灣台北市萬華區昆明街250號,02 2312 3773,,4.4,10,星期一: 09:00 – 18:00 | 星期二: 09:00 – 18:00 | 星期三: 09:00 – 18:00 | 星期四: 09:00 – 18:00 | 星期五: 09:00 – 18:00 | 星期六: 09:00 – 18:00 | 星期日: 休息,2,台北市,萬華區,美容
毛帥帥寵物,108台灣台北市萬華區萬大路192號,02 2332 0272,,4.7,18,星期一: 10:00 – 23:00 | 星期二: 10:00 – 23:00 | 星期三: 10:00 – 23:00 | 星期四: 10:00 – 23:00 | 星期五: 10:00 – 23:00 | 星期六: 12:00 – 23:00 | 星期日: 12:00 – 23:00,2,台北市,萬華區,美容
愛貓園 萬華分店,108台灣台北市萬華區環河南路二段92號,02 2306 1098,https://www.lovecat.com.tw/,4.1,721,星期一: 13:00 – 23:00 | 星期二: 13:00 – 23:00 | 星期三: 13:00 – 23:00 | 星期四: 13:00 – 23:00 | 星期五: 13:00 – 23:00 | 星期六: 13:00 – 23:00 | 星期日: 13:00 – 23:00,2,台北市,萬華區,美容
PETS REPUBLIC,108台灣萬華區環河南路二段125巷15弄15號,02 2336 7768,,4.8,4,星期一: 10:30 – 20:30 | 星期二: 10:30 – 20:30 | 星期三: 12:00 – 20:30 | 星期四: 10:30 – 20:30 | 星期五: 10:30 – 20:30 | 星期六: 10:30 – 20:30 | 星期日: 12:00 – 20:30,2,台北市,萬華區,美容
志誠寵物用品,108台灣台北市萬華區萬大路536號,02 2337 7729,http://www.zcpet.com.tw/,4.6,365,星期一: 10:00 – 22:00 | 星期二: 10:00 – 22:00 | 星期三: 10:00 – 22:00 | 星期四: 10:00 – 22:00 | 星期五: 10:00 – 22:00 | 星期六: 10:00 – 22:00 | 星期日: 休息,2,台北市,萬華區,美容
優美寵物用品行,108台灣台北市萬華區和平西路三段19號,02 2302 3929,,4.5,22,星期一: 13:00 – 20:00 | 星期二: 13:00 – 20:00 | 星期三: 13:00 – 20:00 | 星期四: 13:00 – 20:00 | 星期五: 13:00 – 20:00 | 星期六: 休息 | 星期日: 13:00 – 19:00,2,台北市,萬華區,美容
Moni寵物用品,10843台灣台北市萬華區西寧南路153號,0913 616 566,,5,13,星期一: 15:00 – 23:00 | 星期二: 15:00 – 23:00 | 星期三: 15:00 – 23:00 | 星期四: 15:00 – 23:00 | 星期五: 15:00 – 23:00 | 星期六: 15:00 – 23:00 | 星期日: 15:00 – 23:00,2,台北市,萬華區,美容
安怡喵。貓咪美容,110台灣台北市信義區中坡南路60號,02 2783 6690,https://lin.ee/fweSYr2,4.9,299,星期一: 10:00 – 19:00 | 星期二: 休息 | 星期三: 10:00 – 19:00 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 10:00 – 19:00,5,台北市,信義區,美容
肥貓寵物美容用品店,110台灣台北市信義區信義路六段81號,02 2726 6571,http://fatkitty.pixnet.net/,4.4,58,星期一: 11:00 – 20:00 | 星期二: 11:00 – 20:00 | 星期三: 11:00 – 20:00 | 星期四: 11:00 – 20:00 | 星期五: 11:00 – 20:00 | 星期六: 11:00 – 21:00 | 星期日: 11:00 – 21:00,5,台北市,信義區,美容
米可日式寵物美容,110台灣台北市信義區吳興街365巷45號,02 2720 6678,https://www.facebook.com/%E7%B1%B3%E5%8F%AF%E6%97%A5%E5%BC%8F%E5%B0%88%E6%A5%AD%E5%AF%B5%E7%89%A9%E7%BE%8E%E5%AE%B9-292302384302709/,4.9,16,星期一: 11:00 – 19:00 | 星期二: 11:00 – 19:00 | 星期三: 11:00 – 19:00 | 星期四: 11:00 – 19:00 | 星期五: 11:00 – 19:00 | 星期六: 11:00 – 19:00 | 星期日: 休息,5,台北市,信義區,美容
一零一寵物美容工作室,110台灣台北市信義區莊敬路371號,02 2720 1027,https://m.facebook.com/%E4%B8%80%E9%9B%B6%E4%B8%80%E5%AF%B5%E7%89%A9%E7%BE%8E%E5%AE%B9-804483623074511/,4.3,47,星期一: 11:00 – 20:00 | 星期二: 11:00 – 20:00 | 星期三: 11:00 – 20:00 | 星期四: 11:00 – 20:00 | 星期五: 11:00 – 20:00 | 星期六: 11:00 – 20:00 | 星期日: 11:00 – 20:00,5,台北市,信義區,美容
安怡寵物美容,110台灣台北市信義區中坡南路60號,02 2726 0019,,4.4,58,星期一: 10:00 – 19:30 | 星期二: 休息 | 星期三: 10:00 – 19:30 | 星期四: 10:00 – 19:30 | 星期五: 10:00 – 19:30 | 星期六: 10:00 – 19:30 | 星期日: 10:00 – 19:30,5,台北市,信義區,美容
卡弗邑寵物美容用品坊,110台灣台北市信義區光復南路419巷70號,02 8780 3255,http://www.facebook.com/cfe6668686,4.4,19,星期一: 10:00 – 19:30 | 星期二: 10:00 – 19:30 | 星期三: 10:00 – 19:30 | 星期四: 10:00 – 19:30 | 星期五: 10:00 – 19:30 | 星期六: 10:00 – 19:30 | 星期日: 休息,5,台北市,信義區,美容
可伊狗澡堂-南港寵物美容|一對一服務|預約制|夜間寵物美容|寵物洗澡|在地推薦寵物店|貓咪洗澡|寵物零食,115台灣台北市南港區成福路151號,02 2788 1012,,4.9,79,星期一: 休息 | 星期二: 11:00 – 20:00 | 星期三: 11:00 – 20:00 | 星期四: 11:00 – 20:00 | 星期五: 11:00 – 20:00 | 星期六: 11:00 – 20:00 | 星期日: 11:00 – 20:00,5,台北市,信義區,美容
優里寵物健康SPA館 永春門市,110台灣台北市信义区林口街176之1號號1樓,02 2727 8680,https://www.facebook.com/unipet002/,4.3,39,星期一: 11:00 – 20:00 | 星期二: 休息 | 星期三: 休息 | 星期四: 11:00 – 20:00 | 星期五: 11:00 – 20:00 | 星期六: 11:00 – 20:00 | 星期日: 11:00 – 20:00,2,台北市,信義區,美容
狗狗花園鄉村寵物館,110台灣信義區吳興街366號,02 8780 7676,,4.7,24,星期一: 休息 | 星期二: 11:00 – 20:00 | 星期三: 11:00 – 20:00 | 星期四: 11:00 – 20:00 | 星期五: 11:00 – 20:00 | 星期六: 11:00 – 20:00 | 星期日: 休息,2,台北市,信義區,美容
澡樂子寵物店,110台灣台北市信義區忠孝東路五段372巷27弄77之1號,02 2722 5052,,4.8,19,星期一: 09:00 – 18:00 | 星期二: 09:00 – 18:00 | 星期三: 09:00 – 18:00 | 星期四: 09:00 – 18:00 | 星期五: 09:00 – 18:00 | 星期六: 休息 | 星期日: 休息,2,台北市,信義區,美容
狗玩家寵物沙龍,115台灣台北市南港區成福路178巷2號,02 2788 8807,https://www.facebook.com/%E7%8B%97%E7%8E%A9%E5%AE%B6%E5%AF%B5%E7%89%A9%E6%B2%99%E9%BE%8D-574407149594896/,4.8,31,星期一: 10:00 – 20:30 | 星期二: 10:00 – 20:30 | 星期三: 休息 | 星期四: 10:00 – 20:30 | 星期五: 10:00 – 20:30 | 星期六: 10:00 – 20:30 | 星期日: 10:00 – 20:30,5,台北市,信義區,美容
奇果寵物美容時尚生活館,110台灣台北市信義區永吉路30巷100號1 樓,02 2768 3777,,4.1,8,星期一: 休息 | 星期二: 11:00 – 19:00 | 星期三: 11:00 – 19:00 | 星期四: 11:00 – 19:00 | 星期五: 11:00 – 19:00 | 星期六: 11:00 – 19:00 | 星期日: 11:00 – 19:00,5,台北市,信義區,美容
豆恩凱寵物沙龍,116台灣台北市文山區木新路二段1號,02 8661 2369,,4.6,97,星期一: 休息 | 星期二: 11:00 – 20:00 | 星期三: 11:00 – 20:00 | 星期四: 11:00 – 20:00 | 星期五: 11:00 – 20:00 | 星期六: 11:00 – 20:00 | 星期日: 11:00 – 20:00,5,台北市,信義區,美容
凱葳寵物美容,11563台灣台北市南港區南港路三段93號,02 2653 9558,,5,64,星期一: 10:30 – 19:00 | 星期二: 休息 | 星期三: 10:30 – 19:00 | 星期四: 10:30 – 19:00 | 星期五: 10:30 – 19:00 | 星期六: 10:30 – 19:00 | 星期日: 10:30 – 19:00,5,台北市,信義區,美容
好多毛寵物 Fluffy Mate,"No. 82, 成福路南港區台北市台灣 115",02 2788 1601,,5,43,星期一: 休息 | 星期二: 10:00 – 20:00 | 星期三: 10:00 – 20:00 | 星期四: 10:00 – 20:00 | 星期五: 10:00 – 20:00 | 星期六: 10:00 – 20:00 | 星期日: 10:00 – 20:00,2,台北市,信義區,美容
優里寵物健康SPA館 松隆門市,11070台灣台北市信義區松隆路14號,02 2747 0399,https://www.facebook.com/unipet001/,3.9,34,星期一: 休息 | 星期二: 10:30 – 19:30 | 星期三: 10:30 – 17:00 | 星期四: 10:30 – 19:30 | 星期五: 10:30 – 19:30 | 星期六: 10:30 – 19:30 | 星期日: 休息,2,台北市,信義區,美容
Mi Perro米佩羅寵物｜士林寵物美容,111台灣台北市士林区德行东路320號1樓,02 2834 6148,http://www.www.miperropetspa.com/,5,37,星期一: 13:00 – 18:00 | 星期二: 13:00 – 18:00 | 星期三: 13:00 – 18:00 | 星期四: 13:00 – 18:00 | 星期五: 13:00 – 18:00 | 星期六: 休息 | 星期日: 休息,5,台北市,士林區,美容
喵汪美安宿-天母旗艦館 犬貓寵物美容 | 安親住宿 | 溫水舒緩泳池 國寶寵物,111台灣台北市士林區中山北路七段20號,02 2872 1089,,5,81,星期一: 10:00 – 19:00 | 星期二: 10:00 – 19:00 | 星期三: 10:00 – 19:00 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 10:00 – 19:00,5,台北市,士林區,美容
