店名,網站,地址,電話,營業時間,評分,評分數量,城市,區域,接受狗,接受貓,接受小型犬,接受中型犬,接受大型犬,接受兔子,接受倉鼠,接受鳥類,接受爬蟲類,接受其他小動物,支援寵物類型
Honey Puppy Pet Salon甜心帕比寵物精緻沙龍《寵物美容｜安親｜住宿｜選品｜手作零食》,https://lin.ee/iJP6kuX,710台灣台南市永康區中山南路560號,06 302 3327,星期一: 11:00 – 19:30 | 星期二: 11:00 – 19:30 | 星期三: 11:00 – 19:30 | 星期四: 11:00 – 19:30 | 星期五: 11:00 – 19:30 | 星期六: 11:00 – 19:30 | 星期日: 11:00 – 19:30,5.0,8.0,台南市,永康區,False,False,False,False,False,False,False,False,False,False,未明確說明
棉花糖寵物旅館,https://www.facebook.com/%E6%A3%89%E8%8A%B1%E7%B3%96%E5%AF%B5%E7%89%A9%E6%97%85%E9%A4%A8-329027751091960,843台灣高雄市美濃區光明路169號,0930 435 888,星期一: 10:00 – 20:00 | 星期二: 10:00 – 20:00 | 星期三: 10:00 – 20:00 | 星期四: 10:00 – 20:00 | 星期五: 10:00 – 20:00 | 星期六: 10:00 – 20:00 | 星期日: 10:00 – 20:00,4.8,79.0,台南市,左鎮區,False,False,False,False,False,False,False,False,False,False,未明確說明
Just Love就是愛寵物精品旅館,https://www.facebook.com/JustLovePet/,813023台灣高雄市左營區新庄仔路409號,07 350 5553,星期一: 09:30 – 19:30 | 星期二: 09:30 – 19:30 | 星期三: 09:30 – 19:30 | 星期四: 09:30 – 19:30 | 星期五: 09:30 – 19:30 | 星期六: 09:30 – 19:30 | 星期日: 09:30 – 19:30,4.9,109.0,台南市,左鎮區,False,False,False,False,False,False,False,False,False,False,未明確說明
自遊自宅寵物旅館,https://www.instagram.com/gogo_free2023/,813台灣高雄市左營區文學路655號,0978 730 215,星期一: 10:00 – 19:00 | 星期二: 10:00 – 19:00 | 星期三: 10:00 – 19:00 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 10:00 – 19:00,5.0,33.0,台南市,左鎮區,False,False,False,False,False,False,False,False,False,False,未明確說明
森富寵物生活館/高雄合法寵物美容住宿推薦,,807台灣高雄市三民區明賢街42號,07 350 1217,星期一: 09:30 – 19:00 | 星期二: 休息 | 星期三: 休息 | 星期四: 09:30 – 19:00 | 星期五: 09:30 – 19:00 | 星期六: 09:30 – 19:00 | 星期日: 09:30 – 19:00,4.6,82.0,台南市,左鎮區,False,False,False,False,False,False,False,False,False,False,未明確說明
跑跑跳寵物旅館&寵物美容沙龍&高雄寵物旅館&楠梓寵物旅館,https://lin.ee/bELPdiM,811台灣高雄市楠梓區東昌街23號,0912 722 022,星期一: 10:00 – 18:00 | 星期二: 10:00 – 18:00 | 星期三: 10:00 – 18:00 | 星期四: 10:00 – 18:00 | 星期五: 10:00 – 18:00 | 星期六: 10:00 – 18:00 | 星期日: 10:00 – 16:30,4.8,63.0,台南市,左鎮區,False,False,False,False,False,False,False,False,False,False,未明確說明
露娜寵物旅館,,807台灣高雄市三民區義昌路42號,0910 315 065,星期一: 10:00 – 20:00 | 星期二: 10:00 – 20:00 | 星期三: 10:00 – 20:00 | 星期四: 10:00 – 20:00 | 星期五: 10:00 – 20:00 | 星期六: 10:00 – 20:00 | 星期日: 10:00 – 20:00,4.6,81.0,台南市,玉井區,False,False,False,False,False,False,False,False,False,False,未明確說明
GO Pro寵物旅館-住宿美容,https://www.facebook.com/GO-Pro%E5%AF%B5%E7%89%A9%E6%97%85%E9%A4%A8-%E4%BD%8F%E5%AE%BF%E7%BE%8E%E5%AE%B9-1941510372808211/,807台灣高雄市三民區民族一路782-8號,0912 390 822,星期一: 09:00 – 20:00 | 星期二: 09:00 – 20:00 | 星期三: 09:00 – 20:00 | 星期四: 09:00 – 20:00 | 星期五: 09:00 – 20:00 | 星期六: 09:00 – 20:00 | 星期日: 09:00 – 20:00,4.7,131.0,台南市,左鎮區,False,False,False,False,False,False,False,False,False,False,未明確說明
Kuma's熊樣寵物旅館,https://www.facebook.com/kuma600/,804台灣高雄市鼓山區明誠三路600號,07 552 8511,星期一: 10:00 – 18:00 | 星期二: 10:00 – 18:00 | 星期三: 10:00 – 18:00 | 星期四: 10:00 – 18:00 | 星期五: 10:00 – 18:00 | 星期六: 10:00 – 18:00 | 星期日: 10:00 – 18:00,4.7,122.0,台南市,玉井區,False,False,False,False,False,False,False,False,False,False,未明確說明
My Dog 寵物美容．住宿,https://www.facebook.com/mydogpetgrooming2020/,807台灣高雄市三民區民族一路525號,07 350 1623,星期一: 11:00 – 19:00 | 星期二: 休息 | 星期三: 11:00 – 19:00 | 星期四: 11:00 – 19:00 | 星期五: 11:00 – 19:00 | 星期六: 11:00 – 19:00 | 星期日: 11:00 – 19:00,4.9,78.0,台南市,玉井區,False,False,False,False,False,False,False,False,False,False,未明確說明
MoMo寵物精品旅店,https://m.facebook.com/momo527/,833台灣高雄市鳥松區美庄路17巷76號,07 731 6777,星期一: 09:00 – 20:00 | 星期二: 09:00 – 20:00 | 星期三: 09:00 – 20:00 | 星期四: 09:00 – 20:00 | 星期五: 09:00 – 20:00 | 星期六: 09:00 – 20:00 | 星期日: 09:00 – 19:00,5.0,44.0,台南市,玉井區,False,False,False,False,False,False,False,False,False,False,未明確說明
荷蘭洋行 一館（Hotel Dutch I）寵物友善 環島 井仔腳 學甲住宿,https://www.facebook.com/HotelDutchOne,726台灣台南市學甲區自強路103號NoXuejia Dist,06 782 3000,,4.1,401.0,台南市,楠西區,False,False,False,False,False,False,False,False,False,False,未明確說明
屹仙居寵物生活館-寵物美容/造型修剪/寵物安親/住宿/長期寄養/到府保姆,https://www.facebook.com/yisianjyu/,830台灣高雄市鳳山區青年路二段135號1樓,07 740 8135,星期一: 10:00 – 19:00 | 星期二: 10:00 – 19:00 | 星期三: 10:00 – 19:00 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 10:00 – 19:00,5.0,34.0,台南市,楠西區,False,False,False,False,False,False,False,False,False,False,未明確說明
綠棧道寵物旅館沙龍,,811台灣高雄市楠梓區興楠路27號,0909 811 983,星期一: 09:00 – 19:00 | 星期二: 09:00 – 19:00 | 星期三: 09:00 – 19:00 | 星期四: 09:00 – 19:00 | 星期五: 09:00 – 19:00 | 星期六: 09:00 – 19:00 | 星期日: 休息,4.7,113.0,台南市,楠西區,False,False,False,False,False,False,False,False,False,False,未明確說明
山的孩子毛旅店,https://www.facebook.com/profile.php?id=100092436632610&mibextid=LQQJ4d,600台灣嘉義市西區民生北路245巷18號,0921 214 799,星期一: 11:00 – 19:00 | 星期二: 11:00 – 19:00 | 星期三: 11:00 – 19:00 | 星期四: 11:00 – 19:00 | 星期五: 11:00 – 19:00 | 星期六: 11:00 – 19:00 | 星期日: 休息,5.0,32.0,台南市,楠西區,False,False,False,False,False,False,False,False,False,False,未明確說明
蔻蔻寵物沙龍·寵物旅館,,722台灣台南市佳里區文化路411號,0988 505 770,星期一: 10:00 – 19:00 | 星期二: 10:00 – 19:00 | 星期三: 10:00 – 19:00 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 10:00 – 19:00,4.8,20.0,台南市,官田區,False,False,False,False,False,False,False,False,False,False,未明確說明
吃手手寵物精品旅館The Paw Pet Hotel,https://thepaw.com.tw/,100台灣台北市中正區濟南路二段35-1號1樓,02 2322 2020,星期一: 08:00 – 22:00 | 星期二: 08:00 – 22:00 | 星期三: 08:00 – 22:00 | 星期四: 08:00 – 22:00 | 星期五: 08:00 – 22:00 | 星期六: 08:00 – 22:00 | 星期日: 08:00 – 22:00,4.9,87.0,台南市,北門區,False,False,False,False,False,False,False,False,False,False,未明確說明
魚你在一起寵物旅館,https://www.facebook.com/withfish.pet/,946台灣屏東縣恆春鎮省北路1巷3弄30號,0981 804 704,星期一: 09:00 – 17:00 | 星期二: 09:00 – 17:00 | 星期三: 09:00 – 17:00 | 星期四: 09:00 – 17:00 | 星期五: 09:00 – 17:00 | 星期六: 09:00 – 17:00 | 星期日: 09:00 – 17:00,5.0,62.0,台南市,後壁區,False,False,False,False,False,False,False,False,False,False,未明確說明
寵物美容旅館,,600台灣嘉義市東區新生路204號,,"星期一: 10:30 – 19:30 | 星期二: 10:30 – 19:30 | 星期三: 10:30 – 19:30 | 星期四: 10:30 – 00:00 | 星期五: 00:00 – 07:30, 10:30 – 19:30 | 星期六: 10:30 – 18:00 | 星期日: 休息",4.4,85.0,台南市,柳營區,False,False,False,False,False,False,False,False,False,False,未明確說明
毛思旅寵物旅館,,912台灣屏東縣內埔鄉自強路132號,08 778 0896,星期一: 09:00 – 18:00 | 星期二: 09:00 – 18:00 | 星期三: 09:00 – 18:00 | 星期四: 09:00 – 18:00 | 星期五: 09:00 – 18:00 | 星期六: 09:00 – 18:00 | 星期日: 09:00 – 18:00,5.0,15.0,台南市,大內區,False,False,False,False,False,False,False,False,False,False,未明確說明
快樂尾巴寵物旅館,,330台灣桃園市桃園區中正路348號1樓,03 347 9189,星期一: 09:00 – 21:00 | 星期二: 09:00 – 21:00 | 星期三: 09:00 – 21:00 | 星期四: 09:00 – 21:00 | 星期五: 09:00 – 21:00 | 星期六: 09:00 – 21:00 | 星期日: 09:00 – 21:00,4.8,86.0,桃園市,桃園區,False,False,False,False,False,False,False,False,False,False,未明確說明
飛飛寵物旅館(美容/住宿熟客制),https://www.facebook.com/dogcathotel,800台灣高雄市新興區竹圍路6號,,"星期一: 10:00 – 12:00, 13:00 – 19:00 | 星期二: 休息 | 星期三: 休息 | 星期四: 10:00 – 12:00, 13:00 – 19:00 | 星期五: 10:00 – 12:00, 13:00 – 19:00 | 星期六: 10:00 – 12:00, 13:00 – 19:00 | 星期日: 10:00 – 12:00, 13:00 – 19:00",4.7,55.0,台南市,東山區,False,False,False,False,False,False,False,False,False,False,未明確說明
屏東市寵物快樂旅館,https://m.facebook.com/%E5%B1%8F%E6%9D%B1%E5%AF%B5%E7%89%A9%E5%BF%AB%E6%A8%82%E6%97%85%E9%A4%A8-102465329158772/,900台灣屏東縣屏東市建國路362號,0906 745 795,星期一: 08:00 – 20:00 | 星期二: 08:00 – 20:00 | 星期三: 08:00 – 20:00 | 星期四: 08:00 – 20:00 | 星期五: 08:00 – 20:00 | 星期六: 08:00 – 20:00 | 星期日: 08:00 – 20:00,4.6,66.0,台南市,東山區,False,False,False,False,False,False,False,False,False,False,未明確說明
動物派對寵物沙龍旅館,,330台灣桃園市桃園區經國路208巷22號1樓,03 356 2562,星期一: 休息 | 星期二: 休息 | 星期三: 10:00 – 18:00 | 星期四: 10:00 – 18:00 | 星期五: 10:00 – 18:00 | 星期六: 10:00 – 18:00 | 星期日: 10:00 – 18:00,4.5,103.0,桃園市,桃園區,False,False,False,False,False,False,False,False,False,False,未明確說明
柴町寵物旅舍(全預約制),https://www.facebook.com/shibamachipethotel/?notif_id=1594804945011196&notif_t=page_fan,330台灣桃園市桃園區文中路10號,03 360 1313,星期一: 09:30 – 20:00 | 星期二: 09:30 – 20:00 | 星期三: 休息 | 星期四: 09:30 – 20:00 | 星期五: 09:30 – 20:00 | 星期六: 09:30 – 20:00 | 星期日: 09:30 – 20:00,4.9,100.0,桃園市,桃園區,False,False,False,False,False,False,False,False,False,False,未明確說明
901寵物生活SPA旅館,,330台灣桃園市桃園區經國路221號,03 325 5715,星期一: 11:00 – 20:00 | 星期二: 11:00 – 20:00 | 星期三: 休息 | 星期四: 11:00 – 20:00 | 星期五: 11:00 – 20:00 | 星期六: 11:00 – 20:00 | 星期日: 11:00 – 20:00,4.6,43.0,桃園市,桃園區,False,False,False,False,False,False,False,False,False,False,未明確說明
家ᴥ毛孩ᴥ療癒旅館,https://www.canva.com/design/DAGOj9ESwY4/udYfb0RVB7Cxke2jHCZpaA/view?utm_content=DAGOj9ESwY4&utm_campaign=designshare&utm_medium=link&utm_source=editor,330台灣桃園市桃園區保定三街89巷1號,03 331 2682,星期一: 09:00 – 20:00 | 星期二: 09:00 – 20:00 | 星期三: 09:00 – 20:00 | 星期四: 09:00 – 20:00 | 星期五: 09:00 – 20:00 | 星期六: 09:00 – 20:00 | 星期日: 09:00 – 20:00,5.0,39.0,桃園市,桃園區,False,False,False,False,False,False,False,False,False,False,未明確說明
Nu Nu House寵物美容•旅館,https://m.facebook.com/NUNUHOUSEPETHOTEL/?locale2=zh_TW,330台灣桃園市桃園區中原路9號,03 336 6986,星期一: 10:00 – 19:00 | 星期二: 10:00 – 19:00 | 星期三: 10:00 – 19:00 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 10:00 – 19:00,4.6,41.0,桃園市,桃園區,False,False,False,False,False,False,False,False,False,False,未明確說明
豬鼻子寵物旅館,https://www.facebook.com/%E8%B1%AC%E9%BC%BB%E5%AD%90%E5%AF%B5%E7%89%A9%E6%97%85%E9%A4%A8-621558254982700/,338台灣桃園市蘆竹區豪登一街166-1號,03 313 8616,星期一: 09:30 – 21:30 | 星期二: 09:30 – 21:30 | 星期三: 09:30 – 21:30 | 星期四: 09:30 – 21:00 | 星期五: 09:30 – 21:30 | 星期六: 09:30 – 21:30 | 星期日: 09:30 – 21:30,4.8,19.0,桃園市,桃園區,False,False,False,False,False,False,False,False,False,False,未明確說明
溫叨｜寵物美容 寵物旅館,https://www.instagram.com/ourfamily_016?igsh=MXI4d2d6b211ZHVwcw%3D%3D&utm_source=qr,330台灣桃園市桃園區大連四街16號,03 358 0799,星期一: 10:00 – 21:00 | 星期二: 10:00 – 21:00 | 星期三: 10:00 – 21:00 | 星期四: 10:00 – 21:00 | 星期五: 10:00 – 21:00 | 星期六: 10:00 – 21:00 | 星期日: 10:00 – 21:00,5.0,12.0,桃園市,桃園區,False,False,False,False,False,False,False,False,False,False,未明確說明
小潘寵物美容旅館(原一家三口動物旅館.品湛動物醫院2F),,330台灣桃園市桃園區民生路495-9號,03 347 3724,星期一: 09:00 – 21:00 | 星期二: 09:00 – 21:00 | 星期三: 09:00 – 21:00 | 星期四: 休息 | 星期五: 09:00 – 21:00 | 星期六: 09:00 – 21:00 | 星期日: 09:00 – 21:00,5.0,1.0,桃園市,桃園區,False,False,False,False,False,False,False,False,False,False,未明確說明
免睏寵物樂園(美容/住宿/安親/用品),https://lin.ee/2kgXpMr,320台灣桃園市中壢區高鐵北路二段97號,03 287 6757,星期一: 11:00 – 21:00 | 星期二: 11:00 – 21:00 | 星期三: 11:00 – 21:00 | 星期四: 11:00 – 21:00 | 星期五: 11:00 – 21:00 | 星期六: 11:00 – 21:00 | 星期日: 11:00 – 21:00,4.9,217.0,桃園市,桃園區,False,False,False,False,False,False,False,False,False,False,未明確說明
牠說寵物生活館/美容 住宿 安親,https://www.facebook.com/WOUDLIKE/,334台灣桃園市八德區金和路85號,03 363 6320,星期一: 09:00 – 19:00 | 星期二: 09:00 – 19:00 | 星期三: 休息 | 星期四: 09:00 – 19:00 | 星期五: 09:00 – 19:00 | 星期六: 09:00 – 19:00 | 星期日: 09:00 – 19:00,4.9,97.0,桃園市,桃園區,False,False,False,False,False,False,False,False,False,False,未明確說明
Dotty pet studio 兜去寵旅,,338台灣桃園市蘆竹區大興八街91號,03 313 7072,星期一: 10:00 – 20:00 | 星期二: 10:00 – 20:00 | 星期三: 10:00 – 20:00 | 星期四: 10:00 – 20:00 | 星期五: 10:00 – 20:00 | 星期六: 10:00 – 20:00 | 星期日: 10:00 – 20:00,5.0,78.0,桃園市,桃園區,False,False,False,False,False,False,False,False,False,False,未明確說明
尼比拉寵物美容•住宿-預約制,https://www.facebook.com/nibila.66/,334台灣桃園市八德區豐田二路66 號,03 368 4346,星期一: 11:00 – 19:30 | 星期二: 11:00 – 19:30 | 星期三: 休息 | 星期四: 11:00 – 19:30 | 星期五: 11:00 – 19:30 | 星期六: 10:30 – 20:00 | 星期日: 10:30 – 20:00,4.8,56.0,桃園市,桃園區,False,False,False,False,False,False,False,False,False,False,未明確說明
SoQ毛寶貝沙龍旅館,https://www.facebook.com/SoQ.petbaby/,324台灣桃園市平鎮區振平街221號,03 459 3319,星期一: 10:30 – 21:30 | 星期二: 10:30 – 21:30 | 星期三: 10:30 – 21:30 | 星期四: 休息 | 星期五: 10:30 – 21:30 | 星期六: 10:30 – 21:30 | 星期日: 10:30 – 21:30,4.7,87.0,桃園市,桃園區,False,False,False,False,False,False,False,False,False,False,未明確說明
DOTEL寵物旅館,http://facebook.com/dotel53,337台灣桃園市大園區五青路183巷53號,,星期一: 10:00 – 18:00 | 星期二: 10:00 – 18:00 | 星期三: 10:00 – 18:00 | 星期四: 10:00 – 18:00 | 星期五: 10:00 – 18:00 | 星期六: 10:00 – 18:00 | 星期日: 10:00 – 18:00,4.5,39.0,桃園市,桃園區,False,False,False,False,False,False,False,False,False,False,未明確說明
甜Eight寵物美容·住宿,,326台灣桃園市楊梅區梅獅路二段192號,0912 426 275,星期一: 休息 | 星期二: 09:00 – 18:00 | 星期三: 09:00 – 18:00 | 星期四: 09:00 – 18:00 | 星期五: 09:00 – 18:00 | 星期六: 09:00 – 18:00 | 星期日: 09:00 – 18:00,4.9,37.0,桃園市,桃園區,False,False,False,False,False,False,False,False,False,False,未明確說明
好萌好猛 寵物旅館,,320台灣桃園市中壢區永泰路151號,,,4.8,10.0,桃園市,桃園區,False,False,False,False,False,False,False,False,False,False,未明確說明
角落森林特寵精品旅店,https://www.facebook.com/%E8%A7%92%E8%90%BD%E6%A3%AE%E6%9E%97%E7%89%B9%E5%AF%B5%E7%B2%BE%E5%93%81%E6%97%85%E5%BA%97-109725021526930/,320台灣桃園市中壢區環西路二段220號,,"星期一: 11:00 – 13:00, 15:00 – 20:30 | 星期二: 11:00 – 13:00, 15:00 – 20:30 | 星期三: 11:00 – 13:00, 15:00 – 20:30 | 星期四: 11:00 – 13:00, 15:00 – 20:30 | 星期五: 11:00 – 13:00, 15:00 – 20:30 | 星期六: 11:00 – 13:00, 15:00 – 20:30 | 星期日: 11:00 – 13:00, 15:00 – 20:30",4.9,59.0,桃園市,桃園區,False,False,False,False,False,False,False,False,False,False,未明確說明
阿曼達寵物精品旅館（平鎮館）,https://lin.ee/eBvvPHQ,32458台灣桃園市平鎮區上海路311號,03 439 1311,星期一: 09:30 – 20:00 | 星期二: 09:30 – 20:00 | 星期三: 09:30 – 20:00 | 星期四: 09:30 – 20:00 | 星期五: 09:30 – 20:00 | 星期六: 09:30 – 20:00 | 星期日: 09:30 – 20:00,4.7,196.0,桃園市,桃園區,False,False,False,False,False,False,False,False,False,False,未明確說明
毛宅一起寵物美容旅店,https://www.facebook.com/%E6%AF%9B%E5%AE%85%E4%B8%80%E8%B5%B7%E5%AF%B5%E7%89%A9%E7%BE%8E%E5%AE%B9%E6%97%85%E5%BA%97-101953502227491/,337台灣桃園市大園區華興路一段13號1樓,03 385 9100,,4.8,50.0,桃園市,桃園區,False,False,False,False,False,False,False,False,False,False,未明確說明
2014 pet salon hotel,https://www.facebook.com/2014DOGSALON/,320台灣桃園市中壢區慈惠三街142號,03 422 1787,星期一: 10:00 – 19:00 | 星期二: 10:00 – 19:00 | 星期三: 10:00 – 19:00 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 休息,4.8,47.0,桃園市,中壢區,False,False,False,False,False,False,False,False,False,False,未明確說明
夢17 精品寵物美容旅館 Dream17 Pet Shop,https://lin.ee/Xvtvuhs,320台灣桃園市中壢區公園路二段250號,03 287 5350,星期一: 10:00 – 19:00 | 星期二: 10:00 – 19:00 | 星期三: 10:00 – 19:00 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 10:00 – 19:00,4.7,99.0,桃園市,中壢區,False,False,False,False,False,False,False,False,False,False,未明確說明
周周寵寵物生活館《寵物美容》中壢平鎮寵物洗澡｜驅蟲｜寄宿｜住宿｜寵物安親｜寵物用品｜寵物人氣造型,https://www.facebook.com/profile.php?id=100093542535800,324台灣桃園市平鎮區延平路二段28號,0966 419 429,星期一: 10:00 – 19:00 | 星期二: 10:00 – 19:00 | 星期三: 10:00 – 19:00 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 10:00 – 19:00,4.9,99.0,桃園市,中壢區,False,False,False,False,False,False,False,False,False,False,未明確說明
塔斯窩/桃園大溪老街隱藏美食餐廳/桃園大溪老街推薦美食餐廳中餐廳/桃園住宿大溪優質民宿/套餐/大溪美食/打卡熱門景點/情侶用餐/寵物友善餐廳/桃園大溪民宿/,,335台灣桃園市大溪區登龍路10號,0979 369 857,星期一: 11:30 – 17:00 | 星期二: 11:30 – 17:00 | 星期三: 11:30 – 17:00 | 星期四: 11:30 – 17:00 | 星期五: 11:30 – 17:00 | 星期六: 11:00 – 17:00 | 星期日: 11:00 – 17:00,5.0,146.0,桃園市,大溪區,False,False,False,False,False,False,False,False,False,False,未明確說明
阿曼達寵物精品旅館《龍潭館》,https://www.facebook.com/profile.php?id=100088821877797,325台灣桃園市龍潭區中正路331-1號,03 479 3778,星期一: 10:00 – 18:00 | 星期二: 10:00 – 18:00 | 星期三: 10:00 – 18:00 | 星期四: 10:00 – 18:00 | 星期五: 10:00 – 18:00 | 星期六: 10:00 – 18:00 | 星期日: 10:00 – 18:00,5.0,16.0,桃園市,中壢區,False,False,False,False,False,False,False,False,False,False,未明確說明
原來四間寵物店｜寵物美容｜寵物住宿,https://lin.ee/J62GIUM,320台灣桃園市中壢區中華路一段602號,0913 150 219,星期一: 10:30 – 19:00 | 星期二: 10:30 – 19:00 | 星期三: 10:30 – 19:00 | 星期四: 10:30 – 19:00 | 星期五: 10:30 – 19:00 | 星期六: 10:30 – 19:00 | 星期日: 10:30 – 19:00,5.0,11.0,桃園市,中壢區,False,False,False,False,False,False,False,False,False,False,未明確說明
一期一會寵物美學旅館,https://instagram.com/one.for.a.while?igshid=NzZlODBkYWE4Ng==&utm_source=qr,320台灣桃園市中壢區松仁路8號,0913 618 307,星期一: 11:00 – 20:00 | 星期二: 11:00 – 20:00 | 星期三: 休息 | 星期四: 11:00 – 20:00 | 星期五: 11:00 – 20:00 | 星期六: 11:00 – 20:00 | 星期日: 11:00 – 20:00,5.0,35.0,桃園市,中壢區,False,False,False,False,False,False,False,False,False,False,未明確說明
楊梅埔心小小花園寵物平價推薦美容旅館/洗澡/美容/住宿,https://www.facebook.com/pet0927521878/,326台灣桃園市楊梅區梅獅路二段499號,0927 521 878,星期一: 09:00 – 19:00 | 星期二: 09:00 – 19:00 | 星期三: 休息 | 星期四: 09:00 – 19:00 | 星期五: 09:00 – 19:00 | 星期六: 09:00 – 19:00 | 星期日: 09:00 – 19:00,4.1,48.0,桃園市,楊梅區,False,False,False,False,False,False,False,False,False,False,未明確說明
帕妃寵物旅館,,32843台灣桃園市觀音區文化路坑尾段360巷41弄3號,0954 003 908,星期一: 06:00 – 20:00 | 星期二: 06:00 – 20:00 | 星期三: 06:00 – 20:00 | 星期四: 06:00 – 20:00 | 星期五: 06:00 – 20:00 | 星期六: 06:00 – 20:00 | 星期日: 06:00 – 20:00,4.5,36.0,桃園市,楊梅區,False,False,False,False,False,False,False,False,False,False,未明確說明
小潔毛寵物美容旅店,https://www.facebook.com/%E5%B0%8F%E6%BD%94%E6%AF%9B%E5%AF%B5%E7%89%A9%E7%BE%8E%E5%AE%B9%E6%97%85%E5%BA%97-112033870720720/?view_public_for=112033870720720,326台灣桃園市楊梅區環南路59號,03 488 1880,星期一: 10:00 – 18:00 | 星期二: 休息 | 星期三: 10:00 – 18:00 | 星期四: 休息 | 星期五: 10:00 – 18:00 | 星期六: 10:00 – 18:00 | 星期日: 10:00 – 18:00,4.4,121.0,桃園市,楊梅區,False,False,False,False,False,False,False,False,False,False,未明確說明
摸洗寵物美容spa旅店(もしもし),https://page.line.me/144vdjpx,326台灣桃園市楊梅區新農街二段100號,03 431 4581,星期一: 10:00 – 19:00 | 星期二: 10:00 – 19:00 | 星期三: 休息 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 10:00 – 18:00,4.9,54.0,桃園市,楊梅區,False,False,False,False,False,False,False,False,False,False,未明確說明
Hoho Jin Shuxi寵物旅館,https://www.facebook.com/andrea9303/?ref=bookmarks,244台灣新北市林口區文化三路一段617巷183號,02 2600 2313,星期一: 休息 | 星期二: 11:00 – 21:00 | 星期三: 11:00 – 21:00 | 星期四: 11:00 – 21:00 | 星期五: 11:00 – 21:00 | 星期六: 11:00 – 21:00 | 星期日: 11:00 – 21:00,4.8,20.0,桃園市,蘆竹區,False,False,False,False,False,False,False,False,False,False,未明確說明
凱特莉寵物沙龍／住宿／安親 特寵業字第C1110522號／寵物投幣洗烘衣機,https://www.facebook.com/KitellyPetGroomingSalon/?epa=SEARCH_BOX,338台灣桃園市蘆竹區南祥路21號,0909 625 696,星期一: 10:00 – 18:30 | 星期二: 10:00 – 18:30 | 星期三: 休息 | 星期四: 10:00 – 18:30 | 星期五: 10:00 – 18:30 | 星期六: 10:00 – 18:30 | 星期日: 10:00 – 18:30,4.6,20.0,桃園市,蘆竹區,False,False,False,False,False,False,False,False,False,False,未明確說明
愛逗留寵物旅館,https://www.facebook.com/profile.php?id=100063903966700,244台灣新北市林口區南勢一街51號,02 2606 8127,星期一: 10:30 – 19:30 | 星期二: 休息 | 星期三: 10:30 – 19:30 | 星期四: 10:30 – 19:30 | 星期五: 10:30 – 19:30 | 星期六: 10:30 – 19:30 | 星期日: 10:30 – 19:30,5.0,23.0,桃園市,蘆竹區,False,False,False,False,False,False,False,False,False,False,未明確說明
喜洗睡寵物美容 住宿,https://www.instagram.com/tantan_miru_ellie?igsh=MWZjNHR3b3YwdHV0aQ==&utm_source=qr,338台灣桃園市蘆竹區興福街207-2號1樓,0925 395 320,星期一: 09:00 – 19:00 | 星期二: 09:00 – 19:00 | 星期三: 09:00 – 19:00 | 星期四: 09:00 – 19:00 | 星期五: 09:00 – 19:00 | 星期六: 09:00 – 19:00 | 星期日: 09:00 – 19:00,5.0,1.0,桃園市,蘆竹區,False,False,False,False,False,False,False,False,False,False,未明確說明
毛森林寵物美容旅館,https://m.facebook.com/103791725779652/,244台灣新北市林口區三民路112巷8號,,星期一: 00:00 – 19:00 | 星期二: 10:00 – 19:00 | 星期三: 10:00 – 19:00 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 22:00 – 00:00,4.4,21.0,桃園市,蘆竹區,False,False,False,False,False,False,False,False,False,False,未明確說明
萌萌噠寵物美容/住宿/安親,https://lin.ee/CSmfamnK,243台灣新北市泰山區同興里仁武街21號,02 2909 0322,星期一: 11:00 – 20:00 | 星期二: 11:00 – 20:00 | 星期三: 休息 | 星期四: 11:00 – 20:00 | 星期五: 11:00 – 20:00 | 星期六: 11:00 – 20:00 | 星期日: 11:00 – 20:00,5.0,25.0,桃園市,龜山區,False,False,False,False,False,False,False,False,False,False,未明確說明
樂牧寵物旅館,https://www.facebook.com/lovemu668107,242台灣新北市新莊區建興街20號,0981 668 107,星期一: 11:00 – 21:00 | 星期二: 11:00 – 21:00 | 星期三: 11:00 – 21:00 | 星期四: 11:00 – 21:00 | 星期五: 11:00 – 21:00 | 星期六: 11:00 – 21:00 | 星期日: 11:00 – 21:00,5.0,135.0,桃園市,龜山區,False,False,False,False,False,False,False,False,False,False,未明確說明
