店名,網站,地址,電話,營業時間,評分,評分數量,城市,區域,接受狗,接受貓,接受小型犬,接受中型犬,接受大型犬,接受兔子,接受倉鼠,接受鳥類,接受爬蟲類,接受其他小動物,支援寵物類型
花ni萌寵物旅館-八德貓咪住宿|貓咪包月寄宿|寵物住宿|狗狗保姆|小型犬安親住宿|狗狗美容,https://www.flowernimoe.com/,334台灣桃園市八德區永福西街32巷3號,03 363 8541,星期一: 10:30 – 19:30 | 星期二: 10:30 – 19:30 | 星期三: 10:30 – 19:30 | 星期四: 10:30 – 19:30 | 星期五: 10:30 – 19:30 | 星期六: 10:30 – 19:30 | 星期日: 10:30 – 19:30,4.9,68.0,桃園市,桃園區,True,True,True,False,True,False,False,False,False,False,小型犬、大型犬、貓
均禾貓旅,https://www.junhecat.com/,"No. 12號, 新埔七街168巷桃園區桃園市台灣 330",0963 606 086,星期一: 09:30 – 19:30 | 星期二: 09:30 – 19:30 | 星期三: 休息 | 星期四: 09:30 – 19:30 | 星期五: 09:30 – 19:30 | 星期六: 09:30 – 19:30 | 星期日: 09:30 – 19:30,5.0,39.0,桃園市,桃園區,True,True,True,True,True,False,False,False,False,False,小型犬、中型犬、大型犬、貓
Nu Nu House寵物美容•旅館,https://m.facebook.com/NUNUHOUSEPETHOTEL/?locale2=zh_TW,330台灣桃園市桃園區中原路9號,03 336 6986,星期一: 10:00 – 19:00 | 星期二: 10:00 – 19:00 | 星期三: 10:00 – 19:00 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 10:00 – 19:00,4.6,41.0,桃園市,桃園區,False,False,False,False,False,False,False,False,False,False,未明確說明
豬鼻子寵物旅館,https://www.facebook.com/%E8%B1%AC%E9%BC%BB%E5%AD%90%E5%AF%B5%E7%89%A9%E6%97%85%E9%A4%A8-621558254982700/,338台灣桃園市蘆竹區豪登一街166-1號,03 313 8616,星期一: 09:30 – 21:30 | 星期二: 09:30 – 21:30 | 星期三: 09:30 – 21:30 | 星期四: 09:30 – 21:00 | 星期五: 09:30 – 21:30 | 星期六: 09:30 – 21:30 | 星期日: 09:30 – 21:30,4.8,19.0,桃園市,桃園區,False,False,False,False,False,False,False,False,False,False,未明確說明
彩萌寵物會館(美容、安親、住宿)-蘆竹寵物美容|南崁寵物住宿|寵物洗澡|寵物旅館|寵物安親|貓貓洗澡|寵物沙龍|寵物寄宿,https://www.facebook.com/CaimengPetGuildHall/,338台灣桃園市蘆竹區南竹路二段53號,0903 929 000,星期一: 09:00 – 20:00 | 星期二: 休息 | 星期三: 09:00 – 20:00 | 星期四: 09:00 – 20:00 | 星期五: 09:00 – 20:00 | 星期六: 09:00 – 20:00 | 星期日: 09:00 – 20:00,5.0,114.0,桃園市,桃園區,False,True,False,False,False,False,False,False,False,False,貓
溫叨｜寵物美容 寵物旅館,https://www.instagram.com/ourfamily_016?igsh=MXI4d2d6b211ZHVwcw%3D%3D&utm_source=qr,330台灣桃園市桃園區大連四街16號,03 358 0799,星期一: 10:00 – 21:00 | 星期二: 10:00 – 21:00 | 星期三: 10:00 – 21:00 | 星期四: 10:00 – 21:00 | 星期五: 10:00 – 21:00 | 星期六: 10:00 – 21:00 | 星期日: 10:00 – 21:00,5.0,12.0,桃園市,桃園區,False,False,False,False,False,False,False,False,False,False,未明確說明
小潘寵物美容旅館(原一家三口動物旅館.品湛動物醫院2F),,330台灣桃園市桃園區民生路495-9號,03 347 3724,星期一: 09:00 – 21:00 | 星期二: 09:00 – 21:00 | 星期三: 09:00 – 21:00 | 星期四: 休息 | 星期五: 09:00 – 21:00 | 星期六: 09:00 – 21:00 | 星期日: 09:00 – 21:00,5.0,1.0,桃園市,桃園區,False,False,False,False,False,False,False,False,False,False,未明確說明
森棲棲非犬貓精品旅館(預約制),https://www.facebook.com/profile.php?id=61553608144687,330台灣桃園市桃園區鎮撫街320號,0972 165 709,星期一: 12:00 – 18:00 | 星期二: 12:00 – 18:00 | 星期三: 12:00 – 18:00 | 星期四: 12:00 – 18:00 | 星期五: 12:00 – 18:00 | 星期六: 12:00 – 18:00 | 星期日: 12:00 – 18:00,5.0,30.0,桃園市,桃園區,True,True,True,True,True,False,False,False,False,False,小型犬、中型犬、大型犬、貓
免睏寵物樂園(美容/住宿/安親/用品),https://lin.ee/2kgXpMr,320台灣桃園市中壢區高鐵北路二段97號,03 287 6757,星期一: 11:00 – 21:00 | 星期二: 11:00 – 21:00 | 星期三: 11:00 – 21:00 | 星期四: 11:00 – 21:00 | 星期五: 11:00 – 21:00 | 星期六: 11:00 – 21:00 | 星期日: 11:00 – 21:00,4.9,217.0,桃園市,桃園區,False,False,False,False,False,False,False,False,False,False,未明確說明
牠說寵物生活館/美容 住宿 安親,https://www.facebook.com/WOUDLIKE/,334台灣桃園市八德區金和路85號,03 363 6320,星期一: 09:00 – 19:00 | 星期二: 09:00 – 19:00 | 星期三: 休息 | 星期四: 09:00 – 19:00 | 星期五: 09:00 – 19:00 | 星期六: 09:00 – 19:00 | 星期日: 09:00 – 19:00,4.9,97.0,桃園市,桃園區,False,False,False,False,False,False,False,False,False,False,未明確說明
喵嗚貓咪旅館（全預約制，預約時間僅保留十分鐘，敬請準時抵達）,https://www.facebook.com/miaowjourney/,330台灣桃园市桃園區昆明路250號1F,0965 502 517,星期一: 10:30 – 20:30 | 星期二: 10:30 – 20:30 | 星期三: 10:30 – 20:30 | 星期四: 10:30 – 20:30 | 星期五: 10:30 – 20:30 | 星期六: 10:30 – 20:30 | 星期日: 10:30 – 20:30,5.0,26.0,桃園市,桃園區,False,True,False,False,False,False,False,False,False,False,貓
Dotty pet studio 兜去寵旅,,338台灣桃園市蘆竹區大興八街91號,03 313 7072,星期一: 10:00 – 20:00 | 星期二: 10:00 – 20:00 | 星期三: 10:00 – 20:00 | 星期四: 10:00 – 20:00 | 星期五: 10:00 – 20:00 | 星期六: 10:00 – 20:00 | 星期日: 10:00 – 20:00,5.0,78.0,桃園市,桃園區,False,False,False,False,False,False,False,False,False,False,未明確說明
喵德渡假貓旅館,https://lin.ee/koOodF2,330台灣桃園市桃園區南華街93巷41號1樓,03 331 8961,星期一: 11:00 – 21:00 | 星期二: 休息 | 星期三: 11:00 – 21:00 | 星期四: 11:00 – 21:00 | 星期五: 11:00 – 21:00 | 星期六: 11:00 – 21:00 | 星期日: 11:00 – 21:00,5.0,41.0,桃園市,桃園區,False,True,False,False,False,False,False,False,False,False,貓
Perry貓旅館,https://www.instagram.com/perry_cat_live,330台灣桃園市桃園區信一街18號,0987 115 268,星期一: 07:00 – 23:30 | 星期二: 07:00 – 23:30 | 星期三: 07:00 – 23:30 | 星期四: 07:00 – 23:30 | 星期五: 07:00 – 23:30 | 星期六: 07:00 – 23:30 | 星期日: 07:00 – 23:30,5.0,6.0,桃園市,桃園區,False,True,False,False,False,False,False,False,False,False,貓
悠遊寵物旅館,http://www.yoyodogs.com.tw/,328台灣桃園市觀音區福坪路195巷100號,03 498 1936,"星期一: 10:00 – 12:00, 13:00 – 15:00, 17:00 – 20:00, 21:00 – 21:30 | 星期二: 10:00 – 12:00, 13:00 – 15:00, 17:00 – 20:00, 21:00 – 21:30 | 星期三: 10:00 – 12:00, 13:00 – 15:00, 17:00 – 20:00, 21:00 – 21:30 | 星期四: 10:00 – 12:00, 13:00 – 15:00, 17:00 – 20:00, 21:00 – 21:30 | 星期五: 10:00 – 12:00, 13:00 – 15:00, 17:00 – 20:00, 21:00 – 21:30 | 星期六: 10:00 – 12:00, 13:00 – 15:00, 17:00 – 20:00, 21:00 – 21:30 | 星期日: 10:00 – 12:00, 13:00 – 15:00, 17:00 – 20:00, 21:00 – 21:30",4.7,381.0,桃園市,桃園區,True,True,True,True,True,False,False,False,False,False,小型犬、中型犬、大型犬、貓
捲毛叔叔寵物美容旅館-中壢旗艦館|24小時家長遠端即時監控|24小時開放式寵物住宿|24小時寵物褓姆|2樓純貓咪美容住宿旅館|不關籠|寵物安親評價|皮膚改善|寵物商品|寵物接送|幼犬社會化|寵物美容|包月推薦|中壢桃園八德平鎮楊梅龍潭青埔寵物美容住宿,https://www.facebook.com/%E6%8D%B2%E6%AF%9B%E5%8F%94%E5%8F%94pet-grooming-542325075970868/,320台灣桃園市中壢區環中東路二段694號,03 459 3055,星期一: 10:00 – 20:00 | 星期二: 10:00 – 20:00 | 星期三: 10:00 – 20:00 | 星期四: 10:00 – 20:00 | 星期五: 10:00 – 20:00 | 星期六: 10:00 – 20:00 | 星期日: 10:00 – 20:00,4.7,499.0,桃園市,桃園區,True,True,True,True,True,False,False,False,False,False,小型犬、中型犬、大型犬、貓
小喵客棧-貓旅館,https://lin.ee/FCyFovJ,330台灣桃園市桃園區中正路416-1號2樓,,星期一: 14:00 – 20:00 | 星期二: 14:00 – 20:00 | 星期三: 14:00 – 20:00 | 星期四: 14:00 – 20:00 | 星期五: 14:00 – 20:00 | 星期六: 休息 | 星期日: 休息,4.8,83.0,桃園市,桃園區,False,True,False,False,False,False,False,False,False,False,貓
So Sweet 真貼心寵物美容旅館/開放式不關籠/中壢寵物美容推薦/寵物美容/寵物,https://www.sosweetpet.com.tw/,320台灣桃園市中壢區延平路352號,03 427 0580,星期一: 10:00 – 20:00 | 星期二: 10:00 – 20:00 | 星期三: 10:00 – 20:00 | 星期四: 10:00 – 20:00 | 星期五: 10:00 – 20:00 | 星期六: 10:00 – 20:00 | 星期日: 10:00 – 20:00,4.1,243.0,桃園市,桃園區,True,True,True,True,True,False,False,False,False,False,小型犬、中型犬、大型犬、貓
小森林寵物美容旅館,https://www.petitforet.com/,324台灣桃園市平鎮區環南路二段28號,03 492 9997,星期一: 11:00 – 20:00 | 星期二: 11:00 – 20:00 | 星期三: 11:00 – 20:00 | 星期四: 11:00 – 20:00 | 星期五: 11:00 – 20:00 | 星期六: 11:00 – 20:00 | 星期日: 11:00 – 20:00,4.4,271.0,桃園市,桃園區,True,True,True,True,True,False,False,False,False,False,小型犬、中型犬、大型犬、貓
小森林純貓美容旅館 寵物美容/寵物旅館/桃園貓美容/桃園貓住宿/八德貓美容/八德貓住宿/中壢貓美容/中壢貓住宿,https://www.petitforet.com/,334台灣桃園市八德區豐德路326號,03 368 5501,星期一: 11:00 – 20:00 | 星期二: 休息 | 星期三: 11:00 – 20:00 | 星期四: 11:00 – 20:00 | 星期五: 11:00 – 20:00 | 星期六: 11:00 – 20:00 | 星期日: 11:00 – 20:00,4.8,104.0,桃園市,桃園區,True,True,True,True,True,False,False,False,False,False,小型犬、中型犬、大型犬、貓
龍慈寵物spa/中壢貓住宿,https://lin.ee/K7EtbRD,320台灣桃園市中壢區龍慈路83號,0912 812 883,星期一: 10:00 – 20:00 | 星期二: 10:00 – 20:00 | 星期三: 休息 | 星期四: 10:00 – 20:00 | 星期五: 10:00 – 20:00 | 星期六: 10:00 – 20:00 | 星期日: 10:00 – 20:00,5.0,11.0,桃園市,桃園區,False,True,False,False,False,False,False,False,False,False,貓
尼比拉寵物美容•住宿-預約制,https://www.facebook.com/nibila.66/,334台灣桃園市八德區豐田二路66 號,03 368 4346,星期一: 11:00 – 19:30 | 星期二: 11:00 – 19:30 | 星期三: 休息 | 星期四: 11:00 – 19:30 | 星期五: 11:00 – 19:30 | 星期六: 10:30 – 20:00 | 星期日: 10:30 – 20:00,4.8,56.0,桃園市,桃園區,False,False,False,False,False,False,False,False,False,False,未明確說明
日光貓寓 貓旅館,https://www.facebook.com/catlight.hotel,320台灣桃園市中壢區領航南路三段83-3號1樓,03 287 7782,星期一: 24 小時營業 | 星期二: 24 小時營業 | 星期三: 24 小時營業 | 星期四: 24 小時營業 | 星期五: 24 小時營業 | 星期六: 24 小時營業 | 星期日: 24 小時營業,5.0,39.0,桃園市,桃園區,False,True,False,False,False,False,False,False,False,False,貓
毛毛寵屋－桃園平鎮｜寵物旅館推薦 熱門人氣 複合式寵物住宿 專業 老犬日間照顧好評 寵物洗澡 美容評價 寵物安親寄宿 價格 寵物沙龍 高CP值 貓咪狗狗糧食 飼料玩具 貓咪不關籠住宿 大型犬住宿,https://www.facebook.com/fluffpetresort/,324台灣桃園市平鎮區民族路二段193巷57號,03 493 2627,星期一: 10:00 – 19:00 | 星期二: 休息 | 星期三: 10:00 – 19:00 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 10:00 – 19:00,5.0,19.0,桃園市,桃園區,True,True,False,False,True,False,False,False,False,False,大型犬、貓
DoDo寵物沙龍旅館(全預約制，任何服務皆需提前預約),https://www.dodopet.com.tw/,328台灣桃園市觀音區德一街92號,03 483 4859,星期一: 11:00 – 19:00 | 星期二: 11:00 – 19:00 | 星期三: 11:00 – 19:00 | 星期四: 休息 | 星期五: 11:00 – 19:00 | 星期六: 11:00 – 19:00 | 星期日: 11:00 – 19:00,5.0,74.0,桃園市,桃園區,True,True,True,True,True,False,False,False,False,False,小型犬、中型犬、大型犬、貓
SoQ毛寶貝沙龍旅館,https://www.facebook.com/SoQ.petbaby/,324台灣桃園市平鎮區振平街221號,03 459 3319,星期一: 10:30 – 21:30 | 星期二: 10:30 – 21:30 | 星期三: 10:30 – 21:30 | 星期四: 休息 | 星期五: 10:30 – 21:30 | 星期六: 10:30 – 21:30 | 星期日: 10:30 – 21:30,4.7,87.0,桃園市,桃園區,False,False,False,False,False,False,False,False,False,False,未明確說明
DOTEL寵物旅館,http://facebook.com/dotel53,337台灣桃園市大園區五青路183巷53號,,星期一: 10:00 – 18:00 | 星期二: 10:00 – 18:00 | 星期三: 10:00 – 18:00 | 星期四: 10:00 – 18:00 | 星期五: 10:00 – 18:00 | 星期六: 10:00 – 18:00 | 星期日: 10:00 – 18:00,4.5,39.0,桃園市,桃園區,False,False,False,False,False,False,False,False,False,False,未明確說明
甜Eight寵物美容·住宿,,326台灣桃園市楊梅區梅獅路二段192號,0912 426 275,星期一: 休息 | 星期二: 09:00 – 18:00 | 星期三: 09:00 – 18:00 | 星期四: 09:00 – 18:00 | 星期五: 09:00 – 18:00 | 星期六: 09:00 – 18:00 | 星期日: 09:00 – 18:00,4.9,37.0,桃園市,桃園區,False,False,False,False,False,False,False,False,False,False,未明確說明
悠遊貓旅,https://www.yoyodogs.com.tw/#/yoyopets/yoyocats,337台灣桃園市大園區致祥三街36號,03 287 3612,星期一: 11:00 – 20:00 | 星期二: 11:00 – 20:00 | 星期三: 11:00 – 20:00 | 星期四: 11:00 – 20:00 | 星期五: 11:00 – 20:00 | 星期六: 11:00 – 20:00 | 星期日: 11:00 – 20:00,4.9,184.0,桃園市,桃園區,True,True,True,True,True,False,False,False,False,False,小型犬、中型犬、大型犬、貓
好萌好猛 寵物旅館,,320台灣桃園市中壢區永泰路151號,,,4.8,10.0,桃園市,桃園區,False,False,False,False,False,False,False,False,False,False,未明確說明
城市貓旅 City Cat 貓旅館/純貓美容,http://www.cathotel.tw/,103台灣台北市大同區長安西路254號2樓,02 2552 7056,星期一: 10:00 – 20:00 | 星期二: 10:00 – 20:00 | 星期三: 10:00 – 20:00 | 星期四: 10:00 – 20:00 | 星期五: 10:00 – 20:00 | 星期六: 10:00 – 20:00 | 星期日: 10:00 – 20:00,4.8,256.0,台南市,大內區,False,True,False,False,False,False,False,False,False,False,貓
Uni有你寵物美學沙龍（附設狗狗旅館,https://www.facebook.com/101979441771077/posts/111998260769195/?d=n&substory_index=0,330台灣桃園市桃園區國豐三街203號1樓,0981 196 867,星期一: 10:30 – 19:00 | 星期二: 10:30 – 19:00 | 星期三: 10:30 – 19:00 | 星期四: 休息 | 星期五: 10:30 – 19:00 | 星期六: 10:30 – 19:00 | 星期日: 10:30 – 19:00,5.0,32.0,桃園市,桃園區,True,False,True,True,True,False,False,False,False,False,小型犬、中型犬、大型犬
小毛頭寵物沙龍旅館-桃園寵物洗澡|寵物美容師|寵物安親|寵物沙龍|貓狗旅館|寵物住宿|寵物旅館|貓狗美容,https://www.facebook.com/share/kyFC5kWamP8ebWzi/?mibextid=wwXIfr,330台灣桃園市桃園區文中三路60號1樓,03 217 0556,星期一: 11:00 – 20:00 | 星期二: 11:00 – 20:00 | 星期三: 11:00 – 20:00 | 星期四: 11:00 – 20:00 | 星期五: 11:00 – 20:00 | 星期六: 11:00 – 20:00 | 星期日: 11:00 – 20:00,5.0,16.0,桃園市,桃園區,True,True,True,True,True,False,False,False,False,False,小型犬、中型犬、大型犬、貓
茹茹貓寵物坊坊-桃園寵物貓 桃園寵物店 中壢貓咪寄宿 中壢貓舍 中壢金吉拉/布偶/美短/英短/波斯/藍貓,https://rurumao.weebly.com/,320台灣桃園市中壢區興仁路二段485號,0966 877 503,星期一: 10:30 – 22:00 | 星期二: 10:30 – 22:00 | 星期三: 10:30 – 22:00 | 星期四: 10:30 – 22:00 | 星期五: 10:30 – 22:00 | 星期六: 10:30 – 22:00 | 星期日: 10:30 – 22:00,5.0,27.0,桃園市,桃園區,False,True,False,False,False,False,False,False,False,False,貓
喵喵屋貓咪旅館（桃園機場渡假館）,https://www.facebook.com/meowhostelcats/,33842台灣桃園市蘆竹區海山路一段79號,02 2763 6300,星期一: 12:00 – 18:00 | 星期二: 12:00 – 18:00 | 星期三: 12:00 – 18:00 | 星期四: 12:00 – 18:00 | 星期五: 12:00 – 18:00 | 星期六: 12:00 – 18:00 | 星期日: 12:00 – 18:00,4.7,54.0,桃園市,桃園區,False,True,False,False,False,False,False,False,False,False,貓
聽貓說 貓咪旅館,https://www.facebook.com/profile.php?id=100093652426905,236台灣新北市土城區中正路67巷33號,0905 618 258,星期一: 11:30 – 20:30 | 星期二: 11:30 – 20:30 | 星期三: 11:30 – 20:30 | 星期四: 11:30 – 20:30 | 星期五: 11:30 – 20:30 | 星期六: 11:30 – 20:30 | 星期日: 11:30 – 20:30,5.0,328.0,桃園市,桃園區,False,True,False,False,False,False,False,False,False,False,貓
角落森林特寵精品旅店,https://www.facebook.com/%E8%A7%92%E8%90%BD%E6%A3%AE%E6%9E%97%E7%89%B9%E5%AF%B5%E7%B2%BE%E5%93%81%E6%97%85%E5%BA%97-109725021526930/,320台灣桃園市中壢區環西路二段220號,,"星期一: 11:00 – 13:00, 15:00 – 20:30 | 星期二: 11:00 – 13:00, 15:00 – 20:30 | 星期三: 11:00 – 13:00, 15:00 – 20:30 | 星期四: 11:00 – 13:00, 15:00 – 20:30 | 星期五: 11:00 – 13:00, 15:00 – 20:30 | 星期六: 11:00 – 13:00, 15:00 – 20:30 | 星期日: 11:00 – 13:00, 15:00 – 20:30",4.9,59.0,桃園市,桃園區,False,False,False,False,False,False,False,False,False,False,未明確說明
阿曼達寵物精品旅館（平鎮館）,https://lin.ee/eBvvPHQ,32458台灣桃園市平鎮區上海路311號,03 439 1311,星期一: 09:30 – 20:00 | 星期二: 09:30 – 20:00 | 星期三: 09:30 – 20:00 | 星期四: 09:30 – 20:00 | 星期五: 09:30 – 20:00 | 星期六: 09:30 – 20:00 | 星期日: 09:30 – 20:00,4.7,196.0,桃園市,桃園區,False,False,False,False,False,False,False,False,False,False,未明確說明
囍狗寵物〔A級美容師精剪〕犬貓洗澡.美容/安親/住宿/幼犬出售/寵物商品/代辦火化服務,,320台灣桃園市中壢區民族路五段241號,03 420 3113,星期一: 休息 | 星期二: 10:00 – 20:00 | 星期三: 10:00 – 20:00 | 星期四: 10:00 – 20:00 | 星期五: 10:00 – 20:00 | 星期六: 10:00 – 20:00 | 星期日: 休息,4.9,107.0,桃園市,中壢區,True,True,True,True,True,False,False,False,False,False,小型犬、中型犬、大型犬、貓
毛宅一起寵物美容旅店,https://www.facebook.com/%E6%AF%9B%E5%AE%85%E4%B8%80%E8%B5%B7%E5%AF%B5%E7%89%A9%E7%BE%8E%E5%AE%B9%E6%97%85%E5%BA%97-101953502227491/,337台灣桃園市大園區華興路一段13號1樓,03 385 9100,,4.8,50.0,桃園市,桃園區,False,False,False,False,False,False,False,False,False,False,未明確說明
我怕世界沒有貓(寵物旅館),https://mewkingdom.com/,333台灣桃園市龜山區樂善一路5號,03 327 5591,星期一: 10:30 – 19:30 | 星期二: 休息 | 星期三: 10:30 – 19:30 | 星期四: 10:30 – 19:30 | 星期五: 10:30 – 19:30 | 星期六: 10:30 – 19:30 | 星期日: 10:30 – 19:30,5.0,258.0,桃園市,桃園區,True,True,True,True,True,False,False,False,False,False,小型犬、中型犬、大型犬、貓
2014 pet salon hotel,https://www.facebook.com/2014DOGSALON/,320台灣桃園市中壢區慈惠三街142號,03 422 1787,星期一: 10:00 – 19:00 | 星期二: 10:00 – 19:00 | 星期三: 10:00 – 19:00 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 休息,4.8,47.0,桃園市,中壢區,False,False,False,False,False,False,False,False,False,False,未明確說明
夢17 精品寵物美容旅館 Dream17 Pet Shop,https://lin.ee/Xvtvuhs,320台灣桃園市中壢區公園路二段250號,03 287 5350,星期一: 10:00 – 19:00 | 星期二: 10:00 – 19:00 | 星期三: 10:00 – 19:00 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 10:00 – 19:00,4.7,99.0,桃園市,中壢區,False,False,False,False,False,False,False,False,False,False,未明確說明
狗老爸寵物美容旅館,https://m.facebook.com/devated.to.you.dogdaddy/,320台灣桃園市中壢區中美路一段42號,03 427 1217,星期一: 10:00 – 20:00 | 星期二: 10:00 – 20:00 | 星期三: 10:00 – 20:00 | 星期四: 10:00 – 20:00 | 星期五: 10:00 – 20:00 | 星期六: 10:00 – 20:00 | 星期日: 10:00 – 20:00,4.6,169.0,桃園市,中壢區,True,False,True,True,True,False,False,False,False,False,小型犬、中型犬、大型犬
周周寵寵物生活館《寵物美容》中壢平鎮寵物洗澡｜驅蟲｜寄宿｜住宿｜寵物安親｜寵物用品｜寵物人氣造型,https://www.facebook.com/profile.php?id=100093542535800,324台灣桃園市平鎮區延平路二段28號,0966 419 429,星期一: 10:00 – 19:00 | 星期二: 10:00 – 19:00 | 星期三: 10:00 – 19:00 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 10:00 – 19:00,4.9,99.0,桃園市,中壢區,False,False,False,False,False,False,False,False,False,False,未明確說明
心之喵寵物旅社,,320台灣桃園市中壢區少康一街12號,0966 888 525,,5.0,1.0,桃園市,中壢區,False,True,False,False,False,False,False,False,False,False,貓
中圓寵物家族-南崁門市│複合式寵物百貨│合法優質貓狗│寵物美容住宿│動物醫院,https://bmai.app/6cwzjw,338台灣桃園市蘆竹區中正路362號,03 212 5555,星期一: 10:00 – 23:00 | 星期二: 10:00 – 23:00 | 星期三: 10:00 – 23:00 | 星期四: 10:00 – 23:00 | 星期五: 10:00 – 23:00 | 星期六: 10:00 – 23:00 | 星期日: 10:00 – 23:00,4.5,446.0,桃園市,桃園區,True,True,True,True,True,False,False,False,False,False,小型犬、中型犬、大型犬、貓
愛犬當家寵物美容旅館,https://www.facebook.com/profile.php?id=100064197093156,324台灣桃園市平鎮區中庸路116巷3號,0937 949 212,星期一: 10:00 – 19:00 | 星期二: 10:00 – 19:00 | 星期三: 10:00 – 19:00 | 星期四: 休息 | 星期五: 10:00 – 19:00 | 星期六: 10:00 – 19:00 | 星期日: 10:00 – 19:00,4.8,110.0,桃園市,中壢區,True,False,True,True,True,False,False,False,False,False,小型犬、中型犬、大型犬
塔斯窩/桃園大溪老街隱藏美食餐廳/桃園大溪老街推薦美食餐廳中餐廳/桃園住宿大溪優質民宿/套餐/大溪美食/打卡熱門景點/情侶用餐/寵物友善餐廳/桃園大溪民宿/,,335台灣桃園市大溪區登龍路10號,0979 369 857,星期一: 11:30 – 17:00 | 星期二: 11:30 – 17:00 | 星期三: 11:30 – 17:00 | 星期四: 11:30 – 17:00 | 星期五: 11:30 – 17:00 | 星期六: 11:00 – 17:00 | 星期日: 11:00 – 17:00,5.0,146.0,桃園市,大溪區,False,False,False,False,False,False,False,False,False,False,未明確說明
阿曼達寵物精品旅館《龍潭館》,https://www.facebook.com/profile.php?id=100088821877797,325台灣桃園市龍潭區中正路331-1號,03 479 3778,星期一: 10:00 – 18:00 | 星期二: 10:00 – 18:00 | 星期三: 10:00 – 18:00 | 星期四: 10:00 – 18:00 | 星期五: 10:00 – 18:00 | 星期六: 10:00 – 18:00 | 星期日: 10:00 – 18:00,5.0,16.0,桃園市,中壢區,False,False,False,False,False,False,False,False,False,False,未明確說明
原來四間寵物店｜寵物美容｜寵物住宿,https://lin.ee/J62GIUM,320台灣桃園市中壢區中華路一段602號,0913 150 219,星期一: 10:30 – 19:00 | 星期二: 10:30 – 19:00 | 星期三: 10:30 – 19:00 | 星期四: 10:30 – 19:00 | 星期五: 10:30 – 19:00 | 星期六: 10:30 – 19:00 | 星期日: 10:30 – 19:00,5.0,11.0,桃園市,中壢區,False,False,False,False,False,False,False,False,False,False,未明確說明
苔苔生活-兔子住宿,,326027台灣桃園市楊梅區環南路80巷,0913 053 499,星期一: 08:00 – 22:30 | 星期二: 08:00 – 22:30 | 星期三: 08:00 – 22:30 | 星期四: 08:00 – 22:30 | 星期五: 08:00 – 22:30 | 星期六: 08:00 – 22:30 | 星期日: 08:00 – 22:30,5.0,2.0,桃園市,楊梅區,False,False,False,False,False,True,False,False,False,False,兔子
毛寓所寵物美容旅店,https://www.maoshower.com/,220100台灣新北市板橋區溪北路30號,02 2683 4899,星期一: 10:00 – 20:00 | 星期二: 10:00 – 20:00 | 星期三: 休息 | 星期四: 10:00 – 20:00 | 星期五: 10:00 – 20:00 | 星期六: 10:00 – 20:00 | 星期日: 10:00 – 20:00,4.9,180.0,桃園市,大溪區,True,True,True,True,True,False,False,False,False,False,小型犬、中型犬、大型犬、貓
一期一會寵物美學旅館,https://instagram.com/one.for.a.while?igshid=NzZlODBkYWE4Ng==&utm_source=qr,320台灣桃園市中壢區松仁路8號,0913 618 307,星期一: 11:00 – 20:00 | 星期二: 11:00 – 20:00 | 星期三: 休息 | 星期四: 11:00 – 20:00 | 星期五: 11:00 – 20:00 | 星期六: 11:00 – 20:00 | 星期日: 11:00 – 20:00,5.0,35.0,桃園市,中壢區,False,False,False,False,False,False,False,False,False,False,未明確說明
留守•犬 寵物旅館 / RUSU DOG HOTEL,https://www.rusuinu.com/,325台灣桃園市龍潭區中豐路上林段358號,0918 225 358,星期一: 09:00 – 18:00 | 星期二: 09:00 – 18:00 | 星期三: 09:00 – 18:00 | 星期四: 09:00 – 18:00 | 星期五: 09:00 – 18:00 | 星期六: 09:00 – 18:00 | 星期日: 09:00 – 18:00,5.0,10.0,桃園市,大溪區,True,False,True,True,True,False,False,False,False,False,小型犬、中型犬、大型犬
楊梅埔心小小花園寵物平價推薦美容旅館/洗澡/美容/住宿,https://www.facebook.com/pet0927521878/,326台灣桃園市楊梅區梅獅路二段499號,0927 521 878,星期一: 09:00 – 19:00 | 星期二: 09:00 – 19:00 | 星期三: 休息 | 星期四: 09:00 – 19:00 | 星期五: 09:00 – 19:00 | 星期六: 09:00 – 19:00 | 星期日: 09:00 – 19:00,4.1,48.0,桃園市,楊梅區,False,False,False,False,False,False,False,False,False,False,未明確說明
帕妃寵物旅館,,32843台灣桃園市觀音區文化路坑尾段360巷41弄3號,0954 003 908,星期一: 06:00 – 20:00 | 星期二: 06:00 – 20:00 | 星期三: 06:00 – 20:00 | 星期四: 06:00 – 20:00 | 星期五: 06:00 – 20:00 | 星期六: 06:00 – 20:00 | 星期日: 06:00 – 20:00,4.5,36.0,桃園市,楊梅區,False,False,False,False,False,False,False,False,False,False,未明確說明
