店名,地址,電話,網站,評分,評分數量,營業時間,寄宿可能性,城市,區域,類型
楊動物醫院,111台灣台北市士林區中山北路六段368號,02 2871 7261,https://m.facebook.com/Dr.YangsAH/,4.4,377,星期一: 09:30 – 20:30 | 星期二: 09:30 – 20:30 | 星期三: 09:30 – 20:30 | 星期四: 09:30 – 20:30 | 星期五: 09:30 – 20:30 | 星期六: 09:30 – 20:30 | 星期日: 09:30 – 16:30,5,台北市,中山區,醫院
港墘動物醫院,114007台灣台北市內湖區港墘路109-2號,02 2657 5990,,4.2,101,,5,台北市,中山區,醫院
24h陪同就醫/寵物寄宿/過年有空/到府美容/到府獸醫/到府照護/貓狗保姆/寵物旅館/毛小愛,104台灣台北市中山區新生北路三段26號,0908 708 372,https://lin.ee/XQ3cli4,5,12,星期一: 24 小時營業 | 星期二: 24 小時營業 | 星期三: 24 小時營業 | 星期四: 24 小時營業 | 星期五: 24 小時營業 | 星期六: 24 小時營業 | 星期日: 24 小時營業,5,台北市,中山區,醫院
台欣動物醫院 （初診需預約）,105台灣台北市松山區健康路187號,02 2528 5119,,4.8,290,"星期一: 10:00 – 12:00, 15:00 – 20:00 | 星期二: 10:00 – 12:00, 15:00 – 20:00 | 星期三: 10:00 – 12:00, 15:00 – 20:00 | 星期四: 10:00 – 12:00, 15:00 – 20:00 | 星期五: 10:00 – 12:00, 15:00 – 20:00 | 星期六: 10:00 – 12:00 | 星期日: 休息",5,台北市,中山區,醫院
恩加動物醫院,110台灣台北市信義區松山路315之2號,02 8787 7551,https://www.facebook.com/pages/%E6%81%A9%E5%8A%A0%E5%8B%95%E7%89%A9%E9%86%AB%E9%99%A2/209837479028759,4.8,443,星期一: 10:00 – 21:00 | 星期二: 10:00 – 21:00 | 星期三: 10:00 – 21:00 | 星期四: 10:00 – 21:00 | 星期五: 10:00 – 21:00 | 星期六: 休息 | 星期日: 休息,5,台北市,松山區,醫院
全陽犬貓鳥類專科動物醫院,105台灣台北市松山區八德路四段305號1樓,02 2762 7945,,4.6,436,"星期一: 09:30 – 12:00, 14:00 – 20:00 | 星期二: 09:30 – 12:00, 14:00 – 20:00 | 星期三: 09:30 – 12:00, 14:00 – 20:00 | 星期四: 09:30 – 12:00, 14:00 – 20:00 | 星期五: 09:30 – 12:00, 14:00 – 20:00 | 星期六: 09:30 – 12:00, 14:00 – 17:00 | 星期日: 休息",5,台北市,松山區,醫院
松山動物醫院,110台灣台北市信義區松山路275號,02 2767 3322,https://www.facebook.com/%E6%9D%BE%E5%B1%B1%E5%8B%95%E7%89%A9%E9%86%AB%E9%99%A2-262575643798540/,4.4,285,"星期一: 休息 | 星期二: 11:00 – 13:00, 14:00 – 20:00 | 星期三: 11:00 – 13:00, 14:00 – 20:00 | 星期四: 11:00 – 13:00, 14:00 – 20:00 | 星期五: 11:00 – 13:00, 14:00 – 20:00 | 星期六: 11:00 – 13:00, 14:00 – 20:00 | 星期日: 11:00 – 13:00, 14:00 – 19:00",5,台北市,松山區,醫院
嘉慶動物醫院,105台灣台北市松山區八德路四段214-1號,02 8787 9121,,4.4,187,"星期一: 14:00 – 17:00, 18:00 – 21:15 | 星期二: 14:00 – 17:00, 18:00 – 21:15 | 星期三: 14:00 – 17:00, 18:00 – 21:15 | 星期四: 休息 | 星期五: 14:00 – 17:00, 18:00 – 21:15 | 星期六: 14:00 – 17:00, 18:00 – 21:15 | 星期日: 14:00 – 17:00, 18:00 – 21:15",5,台北市,松山區,醫院
良醫動物醫院,10565台灣台北市松山區八德路四段188號,02 2761 5091,,4.7,203,星期一: 11:30 – 20:30 | 星期二: 11:30 – 20:30 | 星期三: 11:30 – 20:30 | 星期四: 11:30 – 20:30 | 星期五: 11:30 – 20:30 | 星期六: 11:30 – 20:30 | 星期日: 休息,5,台北市,松山區,醫院
寵博健康動物醫院 Very Pet Animal Hospital,105台灣台北市松山區三民路108-30號 1樓,02 8768 3086,https://www.verypet.tw/,5,28,星期一: 10:00 – 19:00 | 星期二: 10:00 – 19:00 | 星期三: 10:00 – 19:00 | 星期四: 10:00 – 19:00 | 星期五: 10:00 – 19:00 | 星期六: 休息 | 星期日: 休息,5,台北市,松山區,醫院
欣欣動物醫院,110台灣台北市信義區松隆路286-1號,02 2768 1119,,4.9,319,"星期一: 10:30 – 00:00 | 星期二: 00:00 – 09:00, 10:30 – 21:00 | 星期三: 10:30 – 21:00 | 星期四: 10:30 – 21:00 | 星期五: 10:30 – 21:00 | 星期六: 10:30 – 21:00 | 星期日: 休息",5,台北市,松山區,醫院
隆記動物醫院-台北動物醫院 台北中獸醫 台北寵物高壓氧治療 台北動物針灸 松山動物醫院安養中心 松山處方飼料,105台灣台北市松山區民生東路五段212巷1號,02 2760 7639,https://www.longgiah.com/,4.2,194,"星期一: 10:00 – 11:50, 14:00 – 21:00 | 星期二: 休息 | 星期三: 10:00 – 11:50, 14:00 – 21:00 | 星期四: 10:00 – 11:50, 14:00 – 21:00 | 星期五: 10:00 – 11:50, 14:00 – 21:00 | 星期六: 10:00 – 11:50, 14:00 – 21:00 | 星期日: 12:00 – 18:00",5,台北市,松山區,醫院
澤禾動物醫院,105台灣台北市松山区健康路288號1樓,02 2761 6267,https://www.facebook.com/harvestanimalhospital/,4.6,167,星期一: 10:00 – 21:00 | 星期二: 10:00 – 21:00 | 星期三: 10:00 – 21:00 | 星期四: 10:00 – 21:00 | 星期五: 10:00 – 21:00 | 星期六: 10:00 – 21:00 | 星期日: 休息,5,台北市,松山區,醫院
澄諾動物醫院,105台灣台北市松山區富錦街461號,02 2765 3160,https://www.facebook.com/PromisingVH/,4.5,143,"星期一: 10:00 – 12:30, 14:00 – 17:00, 18:00 – 21:00 | 星期二: 10:00 – 12:30, 14:00 – 17:00, 18:00 – 21:00 | 星期三: 休息 | 星期四: 10:00 – 12:30, 14:00 – 17:00, 18:00 – 21:00 | 星期五: 10:00 – 12:30, 14:00 – 17:00, 18:00 – 21:00 | 星期六: 10:00 – 12:00, 13:00 – 17:00 | 星期日: 10:00 – 12:00, 13:00 – 17:00",5,台北市,松山區,醫院
曼哈頓動物醫院,10557台灣台北市松山区市民大道四段77號一樓,02 2781 5203,https://www.facebook.com/tpmanhattan,4.4,191,星期一: 10:00 – 21:00 | 星期二: 10:00 – 21:00 | 星期三: 10:00 – 21:00 | 星期四: 10:00 – 21:00 | 星期五: 10:00 – 21:00 | 星期六: 10:00 – 21:00 | 星期日: 10:00 – 21:00,5,台北市,松山區,醫院
星辰動物醫院-信義區動物醫院獸醫推薦|犬貓專科醫院|動物腹部超音波|犬貓腎臟專科|寵物健康檢查|寵物心臟超音波|小動物牙科X光檢查,110台灣台北市信義區松隆路225號,02 2761 1199,https://m.facebook.com/%E6%98%9F%E8%BE%B0%E5%8B%95%E7%89%A9%E9%86%AB%E9%99%A2-114438965277359/,4.8,328,"星期一: 09:30 – 12:00, 14:00 – 21:00 | 星期二: 09:30 – 12:00, 14:00 – 21:00 | 星期三: 09:30 – 12:00, 14:00 – 21:00 | 星期四: 09:30 – 12:00, 14:00 – 21:00 | 星期五: 09:30 – 12:00, 14:00 – 21:00 | 星期六: 09:30 – 12:00, 14:00 – 21:00 | 星期日: 休息",5,台北市,松山區,醫院
日健動物綜合醫院(核磁共振/斷層掃描/針灸雷射),105台灣台北市松山區光復北路6-2號1樓,02 2570 7508,https://www.facebook.com/taipei.animalCT.MRI,4,66,星期一: 10:00 – 17:00 | 星期二: 10:00 – 17:00 | 星期三: 10:00 – 17:00 | 星期四: 10:00 – 17:00 | 星期五: 10:00 – 17:00 | 星期六: 09:00 – 16:00 | 星期日: 休息,5,台北市,松山區,醫院
欣旺動物醫院,110台灣台北市信義區松山路265號,02 2761 7985,,4.7,134,"星期一: 10:00 – 12:00, 15:00 – 17:00, 19:00 – 21:00 | 星期二: 10:00 – 12:00, 15:00 – 17:00, 19:00 – 21:00 | 星期三: 10:00 – 12:00, 15:00 – 17:00, 19:00 – 21:00 | 星期四: 10:00 – 12:00, 15:00 – 17:00, 19:00 – 21:00 | 星期五: 10:00 – 12:00, 15:00 – 17:00, 19:00 – 21:00 | 星期六: 休息 | 星期日: 休息",5,台北市,松山區,醫院
豐盛動物醫院,105台灣台北市松山區光復北路46號,02 2578 5605,,4.2,38,星期一: 10:00 – 18:00 | 星期二: 10:00 – 18:00 | 星期三: 10:00 – 18:00 | 星期四: 10:00 – 18:00 | 星期五: 休息 | 星期六: 10:00 – 18:00 | 星期日: 休息,5,台北市,松山區,醫院
大愛動物醫院,110台灣台北市信義區松德路74號1樓,02 8780 5116,,4.9,230,"星期一: 09:00 – 12:00, 14:00 – 18:00, 18:30 – 21:00 | 星期二: 09:00 – 12:00, 14:00 – 18:00, 18:30 – 21:00 | 星期三: 09:00 – 12:00, 14:00 – 18:00, 18:30 – 21:00 | 星期四: 14:00 – 18:00, 18:30 – 21:00 | 星期五: 09:00 – 12:00, 14:00 – 18:00, 18:30 – 21:00 | 星期六: 09:00 – 12:00, 14:00 – 18:00 | 星期日: 休息",5,台北市,松山區,醫院
新亞寵物醫院,105台灣台北市松山區延壽街330巷3號,02 2745 7119,https://www.facebook.com/pages/category/Hospital/%E6%96%B0%E4%BA%9E%E5%8B%95%E7%89%A9%E9%86%AB%E9%99%A2-125362644153983/,3.6,40,星期一: 11:00 – 21:30 | 星期二: 11:00 – 21:30 | 星期三: 11:00 – 21:30 | 星期四: 11:00 – 21:30 | 星期五: 11:00 – 21:30 | 星期六: 11:00 – 21:30 | 星期日: 11:00 – 21:30,5,台北市,松山區,醫院
恩亞動物醫院,"No. 14, 健康路325巷松山區台北市台灣 105",,,4.5,17,,5,台北市,松山區,醫院
復興動物醫院,105台灣台北市松山區長安東路二段284號,02 2771 1414,,4.7,42,"星期一: 09:00 – 12:00, 13:30 – 21:00 | 星期二: 09:00 – 12:00, 13:30 – 21:00 | 星期三: 09:00 – 12:00, 13:30 – 21:00 | 星期四: 09:00 – 12:00, 13:30 – 21:00 | 星期五: 09:00 – 12:00, 13:30 – 21:00 | 星期六: 09:00 – 12:00, 13:30 – 21:00 | 星期日: 休息",5,台北市,松山區,醫院
白牙動物醫院- 內科.外科.心臟科.牙科.眼科.骨科.麻醉科.腎臟科.內分泌科.腫瘤科-信義狗貓牙科麻醉推薦|狗貓心臟|狗貓洗牙|狗貓眼科推薦|獸醫推薦|動物醫院推薦,110台灣台北市信義區永吉路117號,02 2765 3690,https://www.facebook.com/whitefangvet117/,4.9,39,"星期一: 10:00 – 17:30, 18:30 – 21:00 | 星期二: 休息 | 星期三: 10:00 – 17:30, 18:30 – 21:00 | 星期四: 10:00 – 17:30, 18:30 – 21:00 | 星期五: 10:00 – 17:30, 18:30 – 21:00 | 星期六: 10:00 – 17:30, 18:30 – 21:00 | 星期日: 休息",5,台北市,松山區,醫院
陽光犬貓專科醫院,110台灣台北市信義區林口街222號,02 2727 9922,,4.9,203,"星期一: 10:00 – 12:00, 14:00 – 21:00 | 星期二: 10:00 – 12:00, 14:00 – 21:00 | 星期三: 10:00 – 12:00, 14:00 – 21:00 | 星期四: 10:00 – 12:00, 14:00 – 21:00 | 星期五: 10:00 – 12:00, 14:00 – 21:00 | 星期六: 10:00 – 12:00, 14:00 – 21:00 | 星期日: 休息",5,台北市,松山區,醫院
小王子動物醫院復健分院,105台灣台北市松山區八德路四段123號,02 2522 1097,https://www.facebook.com/princevet.rehab.hospital/,4.9,58,"星期一: 12:00 – 18:00, 18:30 – 20:30 | 星期二: 09:30 – 13:00, 14:00 – 18:30 | 星期三: 12:00 – 18:00, 18:30 – 20:30 | 星期四: 09:30 – 13:00, 14:00 – 18:30 | 星期五: 12:00 – 18:00, 18:30 – 20:30 | 星期六: 09:30 – 13:00, 14:00 – 18:30 | 星期日: 09:30 – 13:00, 14:00 – 18:30",5,台北市,松山區,醫院
沐樂動物醫院,110台灣台北市信義區忠孝東路四段559巷30號,02 2769 9899,https://jsvets.com/mobile.php,4.8,182,"星期一: 10:00 – 12:30, 14:00 – 17:00, 18:00 – 21:00 | 星期二: 10:00 – 12:30, 14:00 – 17:00, 18:00 – 21:00 | 星期三: 10:00 – 12:30, 14:00 – 17:00, 18:00 – 21:00 | 星期四: 10:00 – 12:30, 14:00 – 17:00, 18:00 – 21:00 | 星期五: 10:00 – 12:30, 14:00 – 17:00, 18:00 – 21:00 | 星期六: 10:00 – 12:30, 14:00 – 17:00, 18:00 – 21:00 | 星期日: 休息",5,台北市,松山區,醫院
祐熙動物醫院,11562台灣台北市南港區玉成街66-26號,02 2651 9198,https://goo.gl/VzVYCg,4.8,192,"星期一: 10:00 – 12:00, 14:00 – 17:00, 18:30 – 21:00 | 星期二: 10:00 – 12:00, 14:00 – 17:00, 18:30 – 21:00 | 星期三: 10:00 – 12:00, 14:00 – 17:00, 18:30 – 21:00 | 星期四: 10:00 – 12:00, 14:00 – 17:00, 18:30 – 21:00 | 星期五: 10:00 – 12:00, 14:00 – 17:00, 18:30 – 21:00 | 星期六: 10:00 – 12:00, 14:00 – 17:00, 18:30 – 21:00 | 星期日: 休息",5,台北市,松山區,醫院
愛心動物醫院(台北市),110台灣台北市信義區光復南路563號1樓,02 2345 1633,https://www.facebook.com/share/1C61wyptN7/,4.7,272,"星期一: 12:00 – 16:00, 18:00 – 21:00 | 星期二: 12:00 – 16:00, 18:00 – 21:00 | 星期三: 12:00 – 16:00, 18:00 – 21:00 | 星期四: 休息 | 星期五: 20:00 – 22:00 | 星期六: 12:00 – 18:00 | 星期日: 休息",5,台北市,松山區,醫院
詠欣動物醫院,110台灣台北市信義區莊敬路428號,02 2720 2631,,4.7,547,"星期一: 10:00 – 12:00, 14:00 – 21:00 | 星期二: 10:00 – 12:00, 14:00 – 21:00 | 星期三: 10:00 – 12:00, 14:00 – 21:00 | 星期四: 10:00 – 12:00, 14:00 – 21:00 | 星期五: 10:00 – 12:00, 14:00 – 21:00 | 星期六: 10:00 – 12:00, 14:00 – 19:30 | 星期日: 休息",5,台北市,松山區,醫院
橡果動物醫院,110台灣台北市信義區林口街228號1樓,02 2727 2121,https://www.facebook.com/acornah228,4.4,99,"星期一: 10:00 – 12:30, 13:30 – 17:30, 18:30 – 21:00 | 星期二: 10:00 – 12:30, 13:30 – 17:30, 18:30 – 21:00 | 星期三: 10:00 – 12:30, 13:30 – 17:30, 18:30 – 21:00 | 星期四: 13:30 – 17:30, 18:30 – 21:00 | 星期五: 10:00 – 12:30, 13:30 – 17:30, 18:30 – 21:00 | 星期六: 10:00 – 12:30, 13:30 – 17:30, 18:30 – 21:00 | 星期日: 休息",5,台北市,松山區,醫院
豐德動物醫院,110台灣台北市信義區莊敬路235號,02 2758 8292,,4.7,205,"星期一: 09:30 – 11:45, 14:00 – 17:45, 19:00 – 21:15 | 星期二: 09:30 – 11:45, 14:00 – 17:45, 19:00 – 21:15 | 星期三: 09:30 – 11:45, 14:00 – 17:45, 19:00 – 21:15 | 星期四: 09:30 – 11:45, 14:00 – 17:45, 19:00 – 21:15 | 星期五: 09:30 – 11:45, 14:00 – 17:45, 19:00 – 21:15 | 星期六: 09:30 – 11:45, 14:00 – 17:45 | 星期日: 休息",5,台北市,松山區,醫院
安安動物醫院,11076台灣台北市信義區松德路57號,02 2728 1315,,3.3,52,星期一: 09:00 – 21:00 | 星期二: 09:00 – 21:00 | 星期三: 09:00 – 21:00 | 星期四: 09:00 – 21:00 | 星期五: 09:00 – 21:00 | 星期六: 09:00 – 21:00 | 星期日: 休息,5,台北市,松山區,醫院
小布動物醫院,115台灣台北市南港區永吉路548號,02 2654 7337,https://www.facebook.com/bryantanimalhospital/,4.6,86,"星期一: 10:00 – 12:00, 13:00 – 17:00, 18:00 – 21:30 | 星期二: 休息 | 星期三: 10:00 – 12:00, 13:00 – 17:00, 18:00 – 21:30 | 星期四: 10:00 – 12:00, 13:00 – 17:00, 18:00 – 21:30 | 星期五: 10:00 – 12:00, 13:00 – 17:00, 18:00 – 21:30 | 星期六: 10:00 – 12:00, 13:00 – 17:00, 18:00 – 21:30 | 星期日: 10:00 – 12:00, 13:00 – 17:00, 18:00 – 21:30",5,台北市,松山區,醫院
維恩動物醫院,115台灣台北市南港區東新街132號,02 2651 5527,https://www.facebook.com/WinAnimalHospital/?fref=ts,4.8,262,星期一: 15:30 – 18:00 | 星期二: 休息 | 星期三: 休息 | 星期四: 15:30 – 19:00 | 星期五: 15:30 – 19:00 | 星期六: 15:30 – 19:00 | 星期日: 13:30 – 17:00,5,台北市,松山區,醫院
國寶動物醫院 地址在八德路二段229之2號！,10491台灣台北市中山區八德路二段229之2號,02 2721 1798,https://gobopet.com.tw/medical-center/,,,"星期一: 09:30 – 12:00, 13:30 – 16:30, 18:00 – 20:30 | 星期二: 09:30 – 12:00, 13:30 – 16:30, 18:00 – 20:30 | 星期三: 09:30 – 12:00, 13:30 – 16:30, 18:00 – 20:30 | 星期四: 09:30 – 12:00, 13:30 – 16:30, 18:00 – 20:30 | 星期五: 09:30 – 12:00, 13:30 – 16:30, 18:00 – 20:30 | 星期六: 09:30 – 12:00, 13:30 – 16:30, 18:00 – 20:30 | 星期日: 09:30 – 12:00, 13:30 – 16:30, 18:00 – 20:30",5,台北市,松山區,醫院
戴瑩乾寵物醫院,106台灣大安區延吉街91號,02 2731 0809,,4.8,111,星期一: 09:00 – 21:00 | 星期二: 09:00 – 21:00 | 星期三: 09:00 – 21:00 | 星期四: 09:00 – 21:00 | 星期五: 09:00 – 21:00 | 星期六: 09:00 – 17:00 | 星期日: 09:00 – 12:00,5,台北市,松山區,醫院
嘉寵動物醫院,105台灣台北市松山區八德路四段8號1樓,02 2766 9089,https://www.facebook.com/profile.php?id=61555778744272&locale=zh_TW,4.9,52,,5,台北市,松山區,醫院
安興動物醫院,110台灣台北市信義區吳興街478號,02 8780 3433,,4.4,169,"星期一: 12:00 – 17:30, 19:30 – 21:30 | 星期二: 休息 | 星期三: 12:00 – 17:30, 19:30 – 21:30 | 星期四: 12:00 – 17:30, 19:30 – 21:30 | 星期五: 12:00 – 17:30, 19:30 – 21:30 | 星期六: 12:00 – 17:30 | 星期日: 12:00 – 17:30",5,台北市,松山區,醫院
加州動物醫院,114台灣台北市內湖區文德路9號,02 2798 7942,,4.5,96,"星期一: 10:00 – 13:00, 14:00 – 18:00, 19:00 – 21:30 | 星期二: 10:00 – 13:00, 14:00 – 18:00, 19:00 – 21:30 | 星期三: 10:00 – 13:00, 14:00 – 18:00, 19:00 – 21:30 | 星期四: 10:00 – 13:00, 14:00 – 18:00, 19:00 – 21:30 | 星期五: 10:00 – 13:00, 14:00 – 18:00, 19:00 – 21:30 | 星期六: 10:00 – 13:00, 14:00 – 18:00, 19:00 – 21:30 | 星期日: 休息",5,台北市,松山區,醫院
達仁動物醫院,116台灣台北市文山區木柵路二段133號,02 2937 1558,,4.6,309,"星期一: 10:00 – 13:00, 14:00 – 22:00 | 星期二: 10:00 – 13:00, 14:00 – 22:00 | 星期三: 10:00 – 13:00, 14:00 – 22:00 | 星期四: 10:00 – 13:00, 14:00 – 22:00 | 星期五: 10:00 – 13:00, 14:00 – 22:00 | 星期六: 10:00 – 13:00, 14:00 – 22:00 | 星期日: 休息",5,台北市,松山區,醫院
中研動物醫院,115台灣台北市南港區研究院路一段72號,02 2651 2100,,4.3,606,星期一: 09:30 – 21:00 | 星期二: 09:30 – 21:00 | 星期三: 09:30 – 21:00 | 星期四: 09:30 – 21:00 | 星期五: 09:30 – 21:00 | 星期六: 09:30 – 21:00 | 星期日: 10:00 – 12:00,5,台北市,松山區,醫院
澄毅動物醫院,106台灣台北市大安區安和路二段171巷13號,02 2733 4341,http://www.facebook.com/chengyi171#!/chengyi171?sk=wall,4.7,258,"星期一: 09:30 – 11:30, 13:30 – 17:00, 18:00 – 21:00 | 星期二: 09:30 – 11:30, 13:30 – 17:00, 18:00 – 21:00 | 星期三: 13:30 – 17:00, 18:00 – 21:00 | 星期四: 09:30 – 11:30, 13:30 – 17:00, 18:00 – 21:00 | 星期五: 09:30 – 11:30, 13:30 – 17:00, 18:00 – 21:00 | 星期六: 10:00 – 17:00 | 星期日: 休息",5,台北市,大安區,醫院
麟安動物醫院,106台灣台北市大安區和平東路三段324號,02 2738 3008,,4.5,464,"星期一: 09:30 – 12:30, 14:30 – 19:30 | 星期二: 09:30 – 12:30, 14:30 – 19:00 | 星期三: 09:30 – 12:30, 14:30 – 19:30 | 星期四: 09:30 – 12:30, 14:30 – 19:30 | 星期五: 09:30 – 12:30, 14:30 – 19:30 | 星期六: 09:30 – 12:30, 14:30 – 17:00 | 星期日: 休息",5,台北市,大安區,醫院
左岸動物醫院-大安院｜內視鏡｜異物夾取｜中獸醫｜寵物針灸｜洗牙｜ICU｜動物醫院推薦 ｜重症照護,106021台灣台北市大安區羅斯福路三段331號,02 2365 0580,https://instagram.com/tzadavet?igshid=NTc4MTIwNjQ2YQ==,4.9,108,"星期一: 09:30 – 12:00, 13:00 – 17:00, 18:00 – 21:30 | 星期二: 09:30 – 12:00, 13:00 – 17:00, 18:00 – 21:30 | 星期三: 09:30 – 12:00, 13:00 – 17:00, 18:00 – 21:30 | 星期四: 休息 | 星期五: 09:30 – 12:00, 13:00 – 17:00, 18:00 – 21:30 | 星期六: 09:30 – 12:00, 13:00 – 17:00, 18:00 – 21:30 | 星期日: 09:30 – 12:00, 13:00 – 17:00, 18:00 – 21:30",5,台北市,大安區,醫院
常明動物醫院,106台灣台北市大安區復興南路二段322號1樓,02 2703 0809,https://www.everbrightvet.com/,4.2,295,"星期一: 09:30 – 12:00, 13:30 – 21:00 | 星期二: 09:30 – 12:00, 13:30 – 21:00 | 星期三: 09:30 – 12:00, 13:30 – 21:00 | 星期四: 休息 | 星期五: 09:30 – 12:00, 13:30 – 21:00 | 星期六: 09:30 – 12:00, 13:30 – 18:00 | 星期日: 休息",5,台北市,大安區,醫院
佑仁動物醫院,106台灣大安區和平東路一段200號,02 2363 5377,,4.8,133,星期一: 10:00 – 22:00 | 星期二: 10:00 – 22:00 | 星期三: 10:00 – 22:00 | 星期四: 10:00 – 22:00 | 星期五: 10:00 – 22:00 | 星期六: 10:00 – 22:00 | 星期日: 休息,5,台北市,大安區,醫院
心傳動物醫院,106台灣台北市大安區和平東路二段339號1樓,02 2755 5568,http://chuanvet.com/,4.5,330,星期一: 07:00 – 23:00 | 星期二: 13:00 – 23:00 | 星期三: 07:00 – 23:00 | 星期四: 07:00 – 23:00 | 星期五: 07:00 – 23:00 | 星期六: 07:00 – 23:00 | 星期日: 07:00 – 23:00,5,台北市,大安區,醫院
曾安動物醫院,106台灣台北市大安區通化街148號,02 2738 3248,,4.7,89,星期一: 10:00 – 21:00 | 星期二: 10:00 – 21:00 | 星期三: 10:00 – 21:00 | 星期四: 10:00 – 21:00 | 星期五: 10:00 – 21:00 | 星期六: 10:00 – 16:00 | 星期日: 休息,5,台北市,大安區,醫院
台大動物醫院,106台灣台北市大安區基隆路三段153號,02 2739 6828,http://www.vh.ntu.edu.tw/,3.8,884,星期一: 08:00 – 17:00 | 星期二: 08:00 – 17:00 | 星期三: 08:00 – 17:00 | 星期四: 08:00 – 17:00 | 星期五: 08:00 – 17:00 | 星期六: 休息 | 星期日: 休息,5,台北市,大安區,醫院
愛貓園動物醫院（週三特寵門診、週日針灸門診） 預約制,106台灣台北市大安區基隆路二段124號,02 2739 2966,https://www.lovecat.com.tw/pages/%E5%8B%95%E7%89%A9%E9%86%AB%E9%99%A2-%E6%9C%8D%E5%8B%99%E9%A0%85%E7%9B%AE,4.3,80,星期一: 10:30 – 00:00 | 星期二: 10:30 – 00:00 | 星期三: 10:30 – 00:00 | 星期四: 10:30 – 00:00 | 星期五: 10:30 – 00:00 | 星期六: 10:30 – 00:00 | 星期日: 10:30 – 00:00,5,台北市,大安區,醫院
見安動物醫院,106台灣台北市大安區四維路170巷45號,02 2707 0989,,4.7,33,星期一: 16:00 – 21:00 | 星期二: 16:00 – 21:00 | 星期三: 16:00 – 21:00 | 星期四: 16:00 – 21:00 | 星期五: 16:00 – 21:00 | 星期六: 16:00 – 21:00 | 星期日: 休息,5,台北市,大安區,醫院
敦化動物醫院,106台灣大安區敦化南路1段279號,02 2708 0284,,4.2,37,星期一: 11:00 – 20:00 | 星期二: 11:00 – 20:00 | 星期三: 11:00 – 20:00 | 星期四: 11:00 – 20:00 | 星期五: 11:00 – 20:00 | 星期六: 11:00 – 20:00 | 星期日: 休息,5,台北市,大安區,醫院
明誠動物醫院,106台灣台北市大安區瑞安街45號,02 2708 6310,,3.7,35,星期一: 12:00 – 22:00 | 星期二: 12:00 – 22:00 | 星期三: 12:00 – 22:00 | 星期四: 12:00 – 22:00 | 星期五: 12:00 – 22:00 | 星期六: 12:00 – 22:00 | 星期日: 休息,5,台北市,大安區,醫院
宏成動物醫院,106台灣台北市大安區和平東路三段66-1號,02 2378 0228,,4.4,24,星期一: 13:30 – 21:30 | 星期二: 13:30 – 21:30 | 星期三: 13:30 – 21:30 | 星期四: 13:30 – 21:30 | 星期五: 13:30 – 21:30 | 星期六: 13:30 – 21:30 | 星期日: 休息,5,台北市,大安區,醫院
品安動物醫院,116台灣台北市文山區羅斯福路六段89號,02 2935 9188,https://www.facebook.com/pinan2010/,4.8,317,"星期一: 09:00 – 12:00, 15:00 – 21:00 | 星期二: 09:00 – 12:00, 15:00 – 21:00 | 星期三: 09:00 – 12:00, 15:00 – 21:00 | 星期四: 休息 | 星期五: 09:00 – 12:00, 15:00 – 21:00 | 星期六: 09:00 – 12:00, 15:00 – 17:00 | 星期日: 09:00 – 12:00, 15:00 – 17:00",5,台北市,大安區,醫院
立健動物醫院,110台灣台北市信義區和平東路三段255號,02 2733 9102,,4.8,98,星期一: 09:30 – 21:00 | 星期二: 09:30 – 21:00 | 星期三: 09:30 – 21:00 | 星期四: 09:30 – 21:00 | 星期五: 09:30 – 21:00 | 星期六: 09:30 – 21:00 | 星期日: 休息,5,台北市,大安區,醫院
亞洲獸醫專科醫院,106台灣台北市大安區安和路二段171巷5號,02 2738 3288,https://avh.tw/,4.5,173,星期一: 休息 | 星期二: 10:00 – 18:00 | 星期三: 10:00 – 18:00 | 星期四: 10:00 – 18:00 | 星期五: 10:00 – 18:00 | 星期六: 10:00 – 18:00 | 星期日: 休息,4,台北市,大安區,醫院
龐龐毛小孩醫院 PUMPUM furbaby clinic-脊椎內視鏡,106台灣台北市大安區安和路二段68號,02 2708 0112,https://www.pumpumfurbabyclinic.com/,4.9,120,星期一: 10:30 – 21:00 | 星期二: 10:30 – 21:00 | 星期三: 10:30 – 21:00 | 星期四: 10:30 – 21:00 | 星期五: 10:30 – 21:00 | 星期六: 10:30 – 21:00 | 星期日: 10:30 – 21:00,4,台北市,大安區,醫院
貓醫生的貓診所(純預約制),106台灣台北市大安區忠孝東路三段194號二樓之1,02 2771 5810,http://www.catdocs.tw/,4.6,144,星期一: 09:00 – 18:30 | 星期二: 休息 | 星期三: 09:00 – 18:30 | 星期四: 09:00 – 18:30 | 星期五: 09:00 – 18:30 | 星期六: 休息 | 星期日: 休息,2,台北市,大安區,醫院
雙園動物醫院,108台灣萬華區西園路二段105號,02 2308 4409,,4.6,179,"星期一: 09:00 – 12:00, 14:30 – 19:00 | 星期二: 09:00 – 12:00, 14:30 – 19:00 | 星期三: 09:00 – 12:00, 14:30 – 19:00 | 星期四: 09:00 – 12:00, 14:30 – 19:00 | 星期五: 09:00 – 12:00, 14:30 – 19:00 | 星期六: 09:00 – 12:00, 14:30 – 18:30 | 星期日: 休息",5,台北市,萬華區,醫院
